Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
09-Jul-2026,"INR 3,866,601.16",235.0,ANIL KUMAR SINGH,09-Jul-2026 09:01 AM,Markundighat_POW.pdf (1244.00 KB),1,6045730,M/S ABHINANDAN CONSTRUCTION,15-Apr-2026 05:47 PM,Rejected-AOC,L2 Firm,09-Jul-2026 09:01 AM,1.0,6044289.0,YATHARTH CONSTRUCTION,INR,"3,866,601.16",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,2026_UPPRC_1134381_5,06/PM-16/UPPCL/2025-26,CONSTRUCTION OF DRINKING WATER FACILITY AND MULTIPURPOSE HALL AT RAJKIYA HIGH SCHOOL MARKUNDIGHAT DISTT- SONEBHADRA,Finance,Enclosed,ANIL KUMAR SINGH,09-Jul-2026 08:35 AM,finance_2117723.pdf,BOQ Comparative Chart,Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-2, Accountant",ANIL KUMAR SINGH,28-Apr-2026 05:51 PM,28-Apr-2026 06:00 PM,techsummary_2117723.pdf (2006.49 KB),Technical,Enclosed,ANIL KUMAR SINGH,28-Apr-2026 05:42 PM,technical_2117723.pdf,Project Manager Unit-16,Internal,,ANIL KUMAR SINGH,09-Jul-2026 08:58 AM,finsummary_2117723.pdf (1471.88 KB),AOC,"78,000",No,fixed,,Nil,Nil,08-Apr-2026 09:00 AM,16-Apr-2026 04:00 PM,08-Apr-2026 09:00 AM,16-Apr-2026 02:00 PM,NA ,NA ,08-Apr-2026 09:00 AM,16-Apr-2026 02:00 PM,28-Apr-2026 06:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,06/PM-16/UPPCL/2025-26,2026_UPPRC_1134381_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CONSTRUCTION OF DRINKING WATER FACILITY AND MULTIPURPOSE HALL AT RAJKIYA HIGH SCHOOL MARKUNDIGHAT DISTT- SONEBHADRA,CONSTRUCTION OF DRINKING WATER FACILITY AND MULTIPURPOSE HALL AT RAJKIYA HIGH SCHOOL MARKUNDIGHAT DISTT- SONEBHADRA,As Per BID Document ,NA ,"38,90,000",Civil Works,NA ,Tender,90.0,270.0,MARKUNDIGHAT DISTT- SONEBHADRA,231216.0,NA ,NA ,NA ,Mirzapur,No ,No,1.0,SBI Bank,Project Manager Unit-16,"Office of The Project Manager Unit-16, Near Suzuki Bike Agency, Patel Chauraha Bharuhana Mirzapur","5,900",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,BID Document,AOC
,,,,,,2,6044289,YATHARTH CONSTRUCTION,13-Apr-2026 06:27 PM,Accepted-AOC,L1 Firm,09-Jul-2026 09:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
