Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||Flood Division, Shravasti",2026_UPIDC_1143986_1,01/EE/2026-27,Silt Clearance From Banarva Drain Between km 0.00 to km 8.450 in District Shrawasti.,1.0,6093080.0,Jabir Khan,INR,"66,000",1,6093080,Jabir Khan,06-May-2026 01:51 PM,Accepted-AOC,Due To L1,13-Jul-2026 04:54 PM,13-Jul-2026,"INR 66,000",25.0,Akhilesh kumar Gautam,13-Jul-2026 04:54 PM,Lot04.pdf (472.00 KB),Due To L1,Akhilesh Kumar Gautam,Internal,Vikash Siromani singh,Akhilesh kumar Gautam,08-May-2026 06:44 PM,11-May-2026 10:00 AM,techsummary_2137234.pdf (739.27 KB),Finance,FINANCIAL EVALUATION,Akhilesh kumar Gautam,13-Jul-2026 04:48 PM,finance_2137234.pdf,BOQ Comparative Chart,Akhilesh Kumar Gautam,Internal,Vikash Siromani Singh,Akhilesh kumar Gautam,13-Jul-2026 04:51 PM,finsummary_2137234.pdf (676.71 KB),Technical,Technical Evaluation,Akhilesh kumar Gautam,08-May-2026 06:40 PM,technical_2137234.pdf,AOC,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||Flood Division, Shravasti",01/EE/2026-27,2026_UPIDC_1143986_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,Executive Engineer,Flood Division Shrawasti,30-Apr-2026 02:40 PM,06-May-2026 03:30 PM,30-Apr-2026 02:40 PM,06-May-2026 02:00 PM,NA ,NA ,30-Apr-2026 02:40 PM,06-May-2026 02:00 PM,11-May-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Bid Document,1.0,DateCorrigendum,Date,,"66,000",Yes,fixed,,Nil,Nil,Silt Clearance From Banarva Drain Between km 0.00 to km 8.450 in District Shrawasti.,Silt Clearance From Banarva Drain Between km 0.00 to km 8.450 in District Shrawasti.,Please refer Tender documents. ,NA ,"33,00,000",Civil Works,NA ,Tender,90.0,25.0,Bhinga,271831.0,NA ,NA ,NA ,Flood Division Shrawasti,No ,No,AOC
,,,,,,,,,2,6090741,M/S KABIRA CONSTRUCTION,06-May-2026 12:44 PM,Rejected-Technical,Disqualified,08-May-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,Other Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6091486,M/S RADHIKA CONSTRUCTION COMPANY,06-May-2026 11:41 AM,Rejected-Finance,Due To L2,13-Jul-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6092375,MS VIJAYENDRA SINGH,06-May-2026 01:02 PM,Rejected-Technical,Disqualified,08-May-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6093145,SHASHANK SINGH,06-May-2026 12:36 PM,Rejected-Technical,Disqualified,08-May-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6093347,SHRI KRISHNA SHUKLA,06-May-2026 12:59 PM,Rejected-Finance,Due To L3,13-Jul-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
