Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
06-Jul-2026,"INR 1,393,164.308",120.0,SACHIN KUMAR GAUTAM,31-Jul-2026 04:08 PM,PAWLISHAS.pdf (417.00 KB),AOC,1.0,6095214.0,SHRI SAI NATH CONSTRUCTION,INR,"1,393,164.308",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida||Unit-33 Meerut,2026_UPPRC_1143493_1,04/PCL/PM-33/MRT/2026-27 Dt. 29.04.2026(Lot No. 2),Construction of Library at Rajkiya High School Pavlikhas in Distt. Meerut,1,6094886,SHRI RADHEYKRISHNA CONSTRUCTION,07-May-2026 12:56 PM,Rejected-Finance,Due to Quoted Highest Price,13-May-2026 12:00 PM,Finance,Financial,SACHIN KUMAR GAUTAM,13-May-2026 11:51 AM,finance_2136046.pdf,BOQ Comparative Chart,Sachin Kumar Gautam,Internal,Tarun Chaturvedi,SACHIN KUMAR GAUTAM,12-May-2026 03:09 PM,12-May-2026 04:00 PM,techsummary_2136046.pdf (1041.13 KB),Technical,Technical,SACHIN KUMAR GAUTAM,12-May-2026 03:03 PM,technical_2136046.pdf,Sachin Kumar Gautam,Internal,Tarun Chaturvedi,SACHIN KUMAR GAUTAM,13-May-2026 12:00 PM,finsummary_2136046.pdf (1041.13 KB),AOC,"5,900",Nil,Nil,No,30-Apr-2026 09:00 AM,07-May-2026 03:00 PM,30-Apr-2026 09:00 AM,07-May-2026 02:00 PM,NA ,NA ,30-Apr-2026 09:30 AM,07-May-2026 02:00 PM,12-May-2026 04:00 PM,Construction of Library at Rajkiya High School Pavlikhas in Distt. Meerut,Construction of Library at Rajkiya High School Pavlikhas in Distt. Meerut,Please refer Tender documents. ,NA ,"14,10,799",Civil Works,NA ,Tender,90.0,120.0,Pavli Khas,250110.0,NA ,NA ,NA ,Meerut,No ,No,"28,500",No,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida||Unit-33 Meerut,04/PCL/PM-33/MRT/2026-27 Dt. 29.04.2026(Lot No. 2),2026_UPPRC_1143493_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Project Manager,T-96 Pallavpuram Phase II Meerut,AOC
,,,,,,,,,,,,,,,,2,6095214,SHRI SAI NATH CONSTRUCTION,07-May-2026 10:45 AM,Accepted-AOC,Due to Qouted Lowest Price,31-Jul-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,AOC
