Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
30-Jun-2026,"INR 548,350",20.0,SURYA MANI SINGH,08-Jul-2026 11:36 AM,001.pdf (273.00 KB),AOC,1.0,6191598.0,M/S TRIPLE R CONSTRUCTION AND SUPLIERS,INR,"548,350","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||Irrigation Division Kannauj",2026_UPIDC_1157095_1,02/EE/2026-27,Silt Clearance of Bikupur Drain From Km. 21.200 to 0.000 for the year 2026-27,1,6190895,JAI MAHAKAL CONSTRUCTION,12-Jun-2026 03:16 PM,Rejected-Technical,Technical Unqualified,15-Jun-2026 05:50 PM,Technical,Tecnical Detail,SURYA MANI SINGH,15-Jun-2026 05:37 PM,technical_2169923.pdf,Surya Mani Singh E E,Internal,Rajkumar Ae III Vinay dev Tiwari Ae IV Ankur Kumar DAO,SURYA MANI SINGH,30-Jun-2026 01:04 PM,finsummary_2169923.pdf (197.26 KB),Finance,Financial detail,SURYA MANI SINGH,16-Jun-2026 10:38 AM,finance_2169923.pdf,BOQ Comparative Chart,Surya Mani Singh E E,Internal,Rajkumar Ae III Vinay dev Tiwari Ae IV Ankur Kumar DAO,SURYA MANI SINGH,15-Jun-2026 05:50 PM,15-Jun-2026 06:00 PM,techsummary_2169923.pdf (274.80 KB),AOC,1.0,SBI Bank,856.0,Nil,Nil,No,08-Jun-2026 09:00 AM,13-Jun-2026 11:30 AM,08-Jun-2026 09:00 AM,13-Jun-2026 11:00 AM,NA ,NA ,08-Jun-2026 09:00 AM,13-Jun-2026 11:00 AM,15-Jun-2026 06:00 PM,"1,23,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||Irrigation Division Kannauj",02/EE/2026-27,2026_UPIDC_1157095_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Silt Clearance of Bikupur Drain From Km. 21.200 to 0.000 for the year 2026-27,Silt Clearance,Please refer Tender documents. ,NA ,"12,22,000",Civil Works - Others,NA ,Tender,90.0,20.0,Kannauj,209725.0,NA ,NA ,NA ,Kannauj,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,Executive Engineer Irrigation Division Kannauj,Office of Executive Engineer Irrigation Division Saraimeera Kannauj,AOC
,,,,,,,,,,,,,,,,2,6189907,M.K. ENTERPRISES,12-Jun-2026 08:56 AM,Rejected-Technical,Technical Unqualified,15-Jun-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,3,6189865,M/S G S D B K TRADERS,12-Jun-2026 08:43 AM,Rejected-Finance,L3,30-Jun-2026 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6181744,M/S SINGH AUTO SALES AND SERVICES,09-Jun-2026 12:14 PM,Rejected-Technical,Technical Unqualified,15-Jun-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6191598,M/S TRIPLE R CONSTRUCTION AND SUPLIERS,13-Jun-2026 10:02 AM,Accepted-AOC,L1,08-Jul-2026 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6191624,M/S Vinay Construction,13-Jun-2026 10:08 AM,Rejected-Finance,L2,30-Jun-2026 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,6185075,Namrta Contruction,12-Jun-2026 09:36 AM,Rejected-Technical,Technical Unqualified,15-Jun-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,6191511,Rangers Group,13-Jun-2026 07:05 AM,Rejected-Technical,Technical Unqualified,15-Jun-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,6182614,VERMADEEN,09-Jun-2026 03:23 PM,Rejected-Technical,Technical Unqualified,15-Jun-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
