Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Tender Stage
16-Jul-2026,"INR 2,296,471",90.0,Ramesh Bahadur Shahi,16-Jul-2026 11:06 AM,BattupurLOI.pdf (1125.00 KB),M/s Ram Bhawan Yadav Found L1,1,6065740,M/S JAI CONSTRUCTION,24-Apr-2026 09:29 AM,Rejected-Finance,L2,03-Jun-2026 11:16 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2026_SCIDC_1137821_1,117 /EE Basti /E-Tender /sansad Nidhi Basti /2026-27 Date 16 -04-2026,Construction of CC Road work at Gram Panchayat Battupur Me Yadav Purwa Me 350 Mtr Block Kaptanganj Distt Basti. (Sansad Nidhi Basti),1.0,6064951.0,M/S RAM BHAWAN YADAV,INR,"2,296,471",Finance,M/S RAM BHAWAN YADAV Found L1,Ramesh Bahadur Shahi,03-Jun-2026 11:14 AM,finance_2124498.pdf,BOQ Comparative Chart,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,21-May-2026 11:21 AM,21-May-2026 12:00 PM,techsummary_2124498.pdf (346.52 KB),Technical,M/S JAI CONSTRUCTION and M/S RAM BHAWAN YADv Found,Ramesh Bahadur Shahi,21-May-2026 11:18 AM,technical_2124498.pdf,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,03-Jun-2026 11:16 AM,finsummary_2124498.pdf (457.50 KB),AOC,1,Fee/PreQual/Technical,.pdf,NIT,"46,000",No,fixed,,UPSCIDCO,BASTI,17-Apr-2026 09:00 AM,25-Apr-2026 02:00 PM,17-Apr-2026 09:00 AM,25-Apr-2026 01:00 PM,17-Apr-2026 09:00 AM ,25-Apr-2026 01:00 PM ,17-Apr-2026 09:00 AM,25-Apr-2026 01:00 PM,21-May-2026 12:00 PM,Construction of CC Road work at Gram Panchayat Battupur Me Yadav Purwa Me 350 Mtr Block Kaptanganj Distt Basti. (Sansad Nidhi Basti),Construction of CC Road work at Gram Panchayat Battupur Me Yadav Purwa Me 350 Mtr Block Kaptanganj Distt Basti. (Sansad Nidhi Basti),As Given in NIT ,NA ,"22,99,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar pali ","H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti ",22-Apr-2026 12:00 PM ,UPSCIDCO BASTI,No ,No,"1,652",UPSCIDCO,BASTI,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,117 /EE Basti /E-Tender /sansad Nidhi Basti /2026-27 Date 16 -04-2026,2026_SCIDC_1137821_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,FDR - Fixed Deposit,Executive Engineer,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti",AOC
,,,,,,,2,6064951,M/S RAM BHAWAN YADAV,24-Apr-2026 05:00 PM,Accepted-AOC,L1,16-Jul-2026 11:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,AOC
