Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur||FD, kushinagar",01/EE/2026-27,2026_UPIDC_1148659_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Executive Engineer Flood Division Kushinagar,Office Executive Engineer Flood Division Kushinagar,1.0,Fee/PreQual/Technical,.pdf,TENDER NOTICE,1.0,SBI Bank,Silt Clearance of Kausar Drain From Km 0.000 to 18.600 and Km 23.400 to 27.400 in District Kushinagar(Lot-1),Silt Clearance of Kausar Drain From Km 0.000 to 18.600 and Km 23.400 to 27.400 in District Kushinagar(Lot-1),Please refer Tender documents. ,NA ,"34,95,000",Civil Works - Canal,NA ,Tender,90.0,NA ,Kushinagar,274304.0,NA ,NA ,NA ,Kushinagar,No ,No,"2,354",Nil,Nil,No,"70,000",No,fixed,,Nil,Nil,19-May-2026 09:00 AM,26-May-2026 03:00 PM,19-May-2026 09:00 AM,26-May-2026 01:00 PM,NA ,NA ,19-May-2026 09:00 AM,26-May-2026 01:00 PM,30-May-2026 09:00 AM,AOC,Mahesh Kumar Singh,Internal,Vaihawa Singh and Rajiv Kapil,MAHESH KUMAR SINGH,30-May-2026 04:09 AM,30-May-2026 09:00 AM,techsummary_2150262.pdf (20.49 KB),Finance,Above Bidders are qualified in Technical Evaluation,MAHESH KUMAR SINGH,03-Jun-2026 05:38 AM,finance_2150262.pdf,BOQ Comparative Chart,Mahesh Kumar Singh,Internal,Vaihawa Singh and Rajiv Kapil,MAHESH KUMAR SINGH,03-Jun-2026 02:59 PM,finsummary_2150262.pdf (20.49 KB),Technical,Above Bidders are qualified in Technical Evaluation,MAHESH KUMAR SINGH,30-May-2026 03:59 AM,technical_2150262.pdf,1.0,6130953.0,M/S SINGH CONSTRUCTION,INR,"3,144,960","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur||FD, kushinagar",2026_UPIDC_1148659_1,01/EE/2026-27,Silt Clearance of Kausar Drain From Km 0.000 to 18.600 and Km 23.400 to 27.400 in District Kushinagar(Lot-1),1,6136082,M/S ASHISH KUMAR,26-May-2026 10:42 AM,Rejected-Finance,Due to Highest Amount,03-Jun-2026 02:59 PM,06-Jul-2026,"INR 3,144,960",15.0,MAHESH KUMAR SINGH,24-Jul-2026 04:10 AM,Kausar.pdf (892.00 KB),AOC
,,,,,,,,,,,,,,,,,,.pdf,TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6130953,M/S SINGH CONSTRUCTION,25-May-2026 11:58 AM,Accepted-AOC,Due to Lowest Amount,24-Jul-2026 04:10 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6139409,M/s Sri Prakash Singh,26-May-2026 09:35 AM,Rejected-Finance,Due to Highest Amount,03-Jun-2026 02:59 PM,,,,,,,AOC
