Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
16-Jul-2026,"INR 6,292,574.59",180.0,MuneshKumar Lodhi,16-Jul-2026 05:35 PM,8.pdf (533.00 KB),a,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,2026_REDUP_1155677_8,22/RED/Tender/File No/Bond Clerk/2026-27Dt. 07.04.26,Vikas Khand Bankati mein Chainpurwa Bagiya se gumanari pitch road tak sadak nirman karya,1.0,6167298.0,M/S ABHI CONSTRUCTION,INR,"6,292,574.59",1,6167298,M/S ABHI CONSTRUCTION,06-Jun-2026 09:46 AM,Accepted-AOC,a,16-Jul-2026 05:35 PM,Finance,c,MuneshKumar Lodhi,29-Jun-2026 03:07 PM,,BOQ Comparative Chart,Er. Munesh Kumar Lodhi,Internal,SE,MuneshKumar Lodhi,23-Jun-2026 12:37 PM,29-Jun-2026 12:00 PM,techsummary_2165048.pdf (113.88 KB),Technical,c,MuneshKumar Lodhi,06-Jun-2026 06:10 PM,,ER MUNESH KUMAR LODHI,Internal,se,MuneshKumar Lodhi,16-Jul-2026 05:34 PM,finsummary_2165048.pdf (532.82 KB),AOC,Vikas Khand Bankati mein Chainpurwa Bagiya se gumanari pitch road tak sadak nirman karya,Vikas Khand Bankati mein Chainpurwa Bagiya se gumanari pitch road tak sadak nirman karya,AS PER SBD ,NA ,"62,93,000",Civil Works,NA ,Tender,90.0,180.0,WORKS,272001.0,NA ,NA ,NA ,O/O SE RED BASTI,No ,No,1.0,SBI Bank,SE RED BASTI,O/O SE RED BASTI,1,Fee/PreQual/Technical,.pdf,technical,"2,714",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,22/RED/Tender/File No/Bond Clerk/2026-27Dt. 07.04.26,2026_REDUP_1155677_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,30-May-2026 05:00 PM,06-Jun-2026 03:30 PM,30-May-2026 05:00 PM,06-Jun-2026 12:00 PM,30-May-2026 05:00 PM ,06-Jun-2026 12:00 PM ,30-May-2026 05:00 PM,06-Jun-2026 12:00 PM,29-Jun-2026 12:00 PM,"1,26,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,6167344,SIDDHI CONSTRUCTION,06-Jun-2026 02:03 AM,Rejected-Finance,r,16-Jul-2026 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
