Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
06-Jul-2026,"INR 2,460,919",90.0,Chaman Srivastava,06-Jul-2026 12:45 PM,antiyatal.pdf (1072.00 KB),FINAL,1,6175028,JAYA SRI INDUSTRIES,07-Jun-2026 04:30 PM,Accepted-AOC,Y,06-Jul-2026 12:46 PM,1.0,6175028.0,JAYA SRI INDUSTRIES,INR,"2,460,919",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1148834_4,85/RED/Tender/2025-26 Dated-08.04.2026,Antia Taal Par Karmabai sahu dharmshala ke pass Tinshed ka nirman,Technical,final,RAJNEESH KUMAR,27-Jun-2026 05:05 PM,,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,06-Jul-2026 12:42 PM,finsummary_2150584.pdf (1072.07 KB),Finance,FINAL,Chaman Srivastava,06-Jul-2026 12:39 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,27-Jun-2026 05:08 PM,30-Jun-2026 12:30 PM,techsummary_2150584.pdf (266.46 KB),AOC,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,85/RED/Tender/2025-26 Dated-08.04.2026,2026_REDUP_1148834_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"50,000",Yes,fixed,,Nil,Nil,854.0,Nil,Nil,No,EE RED Jhansi,EE RED Jhansi,16-May-2026 09:00 AM,08-Jun-2026 03:30 PM,16-May-2026 09:00 AM,08-Jun-2026 12:00 PM,NA ,NA ,16-May-2026 09:00 AM,08-Jun-2026 12:00 PM,30-Jun-2026 12:30 PM,Antia Taal Par Karmabai sahu dharmshala ke pass Tinshed ka nirman,Antia Taal Par Karmabai sahu dharmshala ke pass Tinshed ka nirman,Please refer Tender documents. ,NA ,"24,66,000",Civil Works,NA ,Tender,90.0,90.0,Antia Taal Par Karmabai sahu dharmshala ke pass Ti,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,1,Fee/PreQual/Technical,.pdf,sbd,1.0,date extand,Date,,AOC
,,,,,,,2,6168422,M/S MAA SHAKUNTALA CONSTRUCTION,05-Jun-2026 08:31 AM,Rejected-Finance,N,06-Jul-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,AOC
