Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technical Document,"Operation of Electrical and Mechanical equipment including removal and disposal of choking materials garbage etc. at 12 MLD Morigate (New) sewage pumping station, Prayagraj","Operation of Electrical and Mechanical equipment including removal and disposal of choking materials garbage etc. at 12 MLD Morigate (New) sewage pumping station, Prayagraj",As per tender document  ,NA ,,Miscellaneous Services,NA ,Tender,120.0,90.0,office of EE. cont. Divi. (E/M)UPJN (U) Prayagraj,211007.0,NA ,NA ,NA ,office of EE. cont. Divi. (E/M)UPJN (U) Prayagraj,No ,No,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld",466/Nivida/32 dated 29-05-2026,2026_UPJNM_1157213_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,Executive Engineer,"Office of Executive Engineer, Construction Division (E/M), U.P.Jal Nigam, Prayagraj.","1,180","Executive Engineer, Cont. Divi.E/M), UP Jal Nigam",Prayagraj,No,1,BG - Bank Guarantee,05-Jun-2026 03:00 PM,12-Jun-2026 02:00 PM,05-Jun-2026 03:00 PM,11-Jun-2026 05:00 PM,05-Jun-2026 03:00 PM ,11-Jun-2026 03:00 PM ,05-Jun-2026 03:00 PM,11-Jun-2026 05:00 PM,25-Jun-2026 02:00 PM,"11,190",No,fixed,,"Executive Engineer, Cont. Divi.E/M), UP Jal Nigam",Prayagraj,AOC,Technical,Three bid admitted for technical bid opening of tender,Haseeb Akhter Siddiqui,15-Jun-2026 11:51 AM,,Exeuctive Engineer,Internal,"Assistant Engineer (E/M), Assistant Engineer(Civil), Accountant and computer",Haseeb Akhter Siddiqui,01-Jul-2026 07:02 PM,finsummary_2168417.pdf (222.50 KB),Finance,Three bid admitted for Financial bid opening of tender,Haseeb Akhter Siddiqui,27-Jun-2026 01:05 PM,,BOQ Comparative Chart,Exeuctive Engineer,Internal,"Assistant Engineer (Civil),Assistant Engineer(E/M), Accountant and Computer",Haseeb Akhter Siddiqui,24-Jun-2026 01:06 PM,25-Jun-2026 02:00 PM,techsummary_2168417.pdf (653.42 KB),03-Jul-2026,"INR 545,170",90.0,Haseeb Akhter Siddiqui,03-Jul-2026 05:40 PM,OrderMon.pdf (475.00 KB),AOC,1,6184715,chaudhary engineering works,10-Jun-2026 10:57 AM,Rejected-AOC,L3,03-Jul-2026 05:40 PM,1.0,6187638.0,SHABNAM ENTERPRISES,INR,"545,170","U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld",2026_UPJNM_1157213_1,466/Nivida/32 dated 29-05-2026,"Operation of Electrical and Mechanical equipment including removal and disposal of choking materials garbage etc. at 12 MLD Morigate (New) sewage pumping station, Prayagraj",AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6187638,SHABNAM ENTERPRISES,11-Jun-2026 12:34 PM,Accepted-AOC,L1,03-Jul-2026 05:40 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6187758,SHIFA ENTERPRISES,11-Jun-2026 12:01 PM,Rejected-AOC,L2,03-Jul-2026 05:40 PM,,,,,,,,,,AOC
