Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
27-Jul-2026,"INR 1,170,258.5",90.0,Rajesh Kumar Yadav,27-Jul-2026 06:49 PM,1000.pdf (489.00 KB),1.0,6170974.0,M/S KRISHNA ENTERPRISES,INR,"1,170,258.5",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1146167_4,08 DATE 02-04-2026,Sent Jons Colony Madhauli Shree Awadesh ke Makan se Madindra Nath ke Ghar se Shri Sanjay Gupta ke Ghar tak Jal Nikasi Awam Sadak Nirman karya.,1,6170974,M/S KRISHNA ENTERPRISES,05-Jun-2026 12:45 PM,Accepted-AOC,L1,27-Jul-2026 06:49 PM,Finance,Admitted,Pankaj Rai,23-Jun-2026 01:21 PM,,BOQ Comparative Chart,EE,Internal,,Rajesh Kumar Yadav,20-Jun-2026 03:32 PM,23-Jun-2026 12:00 PM,techsummary_2143333.pdf (344.61 KB),Technical,Admitted,Rajesh Kumar Yadav,20-Jun-2026 03:30 PM,,EE,Internal,,Rajesh Kumar Yadav,23-Jun-2026 02:11 PM,finsummary_2143333.pdf (102.25 KB),AOC,EE,VIKAS BHAWAN VARANASI,"23,620",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Sent Jons Colony Madhauli Shree Awadesh ke Makan se Madindra Nath ke Ghar se Shri Sanjay Gupta ke Ghar tak Jal Nikasi Awam Sadak Nirman karya.,Sent Jons Colony Madhauli Shree Awadesh ke Makan se Madindra Nath ke Ghar se Shri Sanjay Gupta ke Ghar tak Jal Nikasi Awam Sadak Nirman karya.,Please refer Tender documents. ,NA ,"11,81,000",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,VIKAS BHAWAN VARANASI,No ,No,766.0,Nil,Nil,No,08-May-2026 12:00 PM,08-Jun-2026 12:30 PM,08-May-2026 12:00 PM,08-Jun-2026 12:00 PM,NA ,NA ,08-May-2026 12:00 PM,08-Jun-2026 12:00 PM,23-Jun-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,08 DATE 02-04-2026,2026_REDUP_1146167_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Tender doc,AOC
,,,,,,,,,,,,,,,2,6164723,SHIV CONSTRUCTION,03-Jun-2026 01:55 PM,Rejected-Finance,L2,23-Jun-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,AOC
