S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,"61,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,technical,EE REDBASTI,O/O EE REDBASTI,944.0,Nil,Nil,No,Vikas Khand Harriya ke gram nagra dubey mein sri ram sajiwan pandey ke ghar se duhariya gaon tak pitch road nirman karya,Vikas Khand Harriya ke gram nagra dubey mein sri ram sajiwan pandey ke ghar se duhariya gaon tak pitch road nirman karya,as per sbd ,NA ,"30,10,000",Civil Works,NA ,Tender,90.0,90.0,works,272001.0,NA ,NA ,NA ,O/O EE REDBASTI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,05/RED/TVY/2025-26Dt. 01.04.2026,2026_REDUP_1156010_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,01-Jun-2026 12:00 PM,08-Jun-2026 12:30 PM,01-Jun-2026 12:00 PM,06-Jun-2026 12:00 PM,01-Jun-2026 12:00 PM ,06-Jun-2026 12:00 PM ,01-Jun-2026 12:00 PM,06-Jun-2026 12:00 PM,19-Jun-2026 12:00 PM,AOC,Technical,c,Ankur Verma,08-Jun-2026 03:44 PM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,06-Jul-2026 12:57 PM,finsummary_2165770.pdf (22.02 KB),Finance,c,Ankur Verma,06-Jul-2026 12:54 PM,,BOQ Comparative Chart,Er. Ankur Verma,Internal,EE,Ankur Verma,16-Jun-2026 12:33 PM,19-Jun-2026 12:00 PM,techsummary_2165770.pdf (827.73 KB),06-Jul-2026,"INR 3,009,288.44",90.0,Ankur Verma,06-Jul-2026 12:59 PM,boqcomparativechar3.pdf (22.00 KB),a,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2026_REDUP_1156010_2,05/RED/TVY/2025-26Dt. 01.04.2026,Vikas Khand Harriya ke gram nagra dubey mein sri ram sajiwan pandey ke ghar se duhariya gaon tak pitch road nirman karya,1.0,6171165.0,J P Infra Projects,INR,"3,009,288.44",1,6171271,A K D ENTERPRISES,06-Jun-2026 06:04 AM,Rejected-Finance,r,06-Jul-2026 12:57 PM,AOC
,,,,,,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6171165,J P Infra Projects,06-Jun-2026 02:38 AM,Accepted-AOC,a,06-Jul-2026 12:59 PM,AOC
