Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,document,SILT CLEARANCE OF INTERNAL SECTION OF KARBAN DRAIN FROM KM 102.770 TO 99.970,SILT CLEARANCE OF INTERNAL SECTION OF KARBAN DRAIN FROM KM 102.770 TO 99.970,Please refer Tender documents. ,NA ,"8,40,000",Civil Works,NA ,Tender,90.0,15.0,ALIGARH,202001.0,NA ,NA ,NA ,ALIGARH,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||ADGC, Aligarh",1989 dt 07.05.2026,2026_UPIDC_1152531_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,25-May-2026 10:00 AM,30-May-2026 03:00 PM,25-May-2026 10:00 AM,30-May-2026 01:00 PM,NA ,NA ,25-May-2026 10:00 AM,30-May-2026 01:00 PM,02-Jun-2026 10:00 AM,354.0,Nil,Nil,No,1.0,SBI Bank,EE ADGC ALIGARH,EE ADGC ALIGARH,"16,800",No,percentage,2.0%,Nil,Nil,AOC,Technical,document,Rajendra Kumar,01-Jun-2026 05:08 PM,technical_2159097.pdf,EE ADGC ALIGARH,Internal,EE ADGC ALIGARH EE BDGC BULANDSHAHAR EE ID FIROZABAD,Rajendra Kumar,21-Jul-2026 02:13 PM,finsummary_2159097.pdf (1890.10 KB),Finance,document,Rajendra Kumar,02-Jun-2026 12:39 PM,finance_2159097.pdf,BOQ Comparative Chart,EE ADGC ALIGARH,Internal,EE ADGC ALIGARH EE BDGC BULANDSHAHAR EE ID FIROZABAD,Rajendra Kumar,01-Jun-2026 06:08 PM,02-Jun-2026 10:00 AM,techsummary_2159097.pdf (1890.10 KB),21-Jul-2026,"INR 336,830.75",15.0,Rajendra Kumar,21-Jul-2026 02:16 PM,SAMITIGANGAMEERUT.pdf (1890.00 KB),16/ee/2026-27,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||ADGC, Aligarh",2026_UPIDC_1152531_9,1989 dt 07.05.2026,SILT CLEARANCE OF INTERNAL SECTION OF KARBAN DRAIN FROM KM 102.770 TO 99.970,1.0,6152358.0,M/S MAHESH CHANDRA CONTRACTOR,INR,"336,830.75",1,6152843,JAI SINGH PAL SINGH,29-May-2026 09:26 PM,Rejected-Finance,L2,21-Jul-2026 02:13 PM,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6151840,M/S DINESH KUMAR CONTRACTOR AND SUPPLIERS,30-May-2026 09:09 AM,Rejected-Technical,experience certificate not attached,01-Jun-2026 06:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6152879,M/S Harish Kumar Contractor,29-May-2026 10:05 PM,Rejected-Finance,L4,21-Jul-2026 02:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6152358,M/S MAHESH CHANDRA CONTRACTOR,29-May-2026 11:32 PM,Accepted-AOC,L1,21-Jul-2026 02:16 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6153178,SIYA INFRATECH,30-May-2026 02:22 AM,Rejected-Finance,L3,21-Jul-2026 02:13 PM,AOC
