Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
30-Jun-2026,"INR 174,778.4",20.0,SURYA MANI SINGH,08-Jul-2026 11:51 AM,006.pdf (312.00 KB),AOC,1,6190947,JAI MAHAKAL CONSTRUCTION,12-Jun-2026 03:37 PM,Rejected-Technical,Technical Unqualified,16-Jun-2026 09:30 AM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||Irrigation Division Kannauj",2026_UPIDC_1157095_6,02/EE/2026-27,Silt Clearance of Barapur Jankhat Drain From Km. 8.000 to 0.000 for the year 2026-27,1.0,6191639.0,M/S SHRI BANKE BIHARI CONSTGRUCTION AND SUPPLYER,INR,"174,778.4",Technical,Technical Detail,SURYA MANI SINGH,16-Jun-2026 09:00 AM,technical_2169928.pdf,Surya Mani Singh E E,Internal,Rajkumar Ae III Vinay dev Tiwari Ae IV Ankur Kumar DAO,SURYA MANI SINGH,30-Jun-2026 01:33 PM,finsummary_2169928.pdf (218.89 KB),Finance,Financial detail,SURYA MANI SINGH,16-Jun-2026 10:45 AM,finance_2169928.pdf,BOQ Comparative Chart,Surya Mani Singh E E,Internal,Rajkumar Ae III Vinay dev Tiwari Ae IV Ankur Kumar DAO,SURYA MANI SINGH,16-Jun-2026 09:30 AM,16-Jun-2026 09:35 AM,techsummary_2169928.pdf (274.80 KB),AOC,767.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,Silt Clearance of Barapur Jankhat Drain From Km. 8.000 to 0.000 for the year 2026-27,Silt Clearance,Please refer Tender documents. ,NA ,"4,35,000",Civil Works - Others,NA ,Tender,90.0,20.0,Kannauj,209725.0,NA ,NA ,NA ,Kannauj,No ,No,Executive Engineer Irrigation Division Kannauj,Office of Executive Engineer Irrigation Division Saraimeera Kannauj,"44,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||Irrigation Division Kannauj",02/EE/2026-27,2026_UPIDC_1157095_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,08-Jun-2026 09:00 AM,13-Jun-2026 11:30 AM,08-Jun-2026 09:00 AM,13-Jun-2026 11:00 AM,NA ,NA ,08-Jun-2026 09:00 AM,13-Jun-2026 11:00 AM,16-Jun-2026 09:35 AM,AOC
,,,,,,,2,6189906,M.K. ENTERPRISES,12-Jun-2026 08:58 AM,Rejected-Technical,Technical Unqualified,16-Jun-2026 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,6189863,M/S G S D B K TRADERS,12-Jun-2026 08:40 AM,Rejected-Finance,L4,30-Jun-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,6191639,M/S SHRI BANKE BIHARI CONSTGRUCTION AND SUPPLYER,13-Jun-2026 10:13 AM,Accepted-AOC,L1,08-Jul-2026 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,6191463,M/S TANYA CONSTRUCTIONS AND SUPPLIER,13-Jun-2026 12:08 AM,Rejected-Finance,L2,30-Jun-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,6191640,M/S TRIPLE R CONSTRUCTION AND SUPLIERS,13-Jun-2026 10:35 AM,Rejected-Technical,Technical Unqualified,16-Jun-2026 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,6191680,M/S Vinay Construction,13-Jun-2026 10:40 AM,Rejected-Technical,Technical Unqualified,16-Jun-2026 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,6185085,Namrta Contruction,12-Jun-2026 09:55 AM,Rejected-Technical,Technical Unqualified,16-Jun-2026 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,6191492,Rangers Group,13-Jun-2026 01:04 AM,Rejected-Technical,Technical Unqualified,16-Jun-2026 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,6181052,Rishabh pandey,09-Jun-2026 06:39 AM,Rejected-Finance,L3,30-Jun-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
