Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
03-Jul-2026,"INR 2,701,660.64",90.0,Satyaprakash Mishra,03-Jul-2026 07:34 PM,30.pdf (580.00 KB),AWARD OF CONTRACT,1,6197194,CHANDRA PRAKASH MISHRA,16-Jun-2026 02:15 PM,Rejected-Finance,Higher,02-Jul-2026 05:25 PM,1.0,6197243.0,NILA CONSTRUCTION,INR,"2,701,660.64",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1158724_4,Notice No. 433 date 21-05-2026,Supply Installation and Commissioning of 30NO 18 WATT LED Solar High Mast light with 50AH Lithium phosphate battery,Finance,d,Devi Prasad Mishra,29-Jun-2026 03:27 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,27-Jun-2026 12:28 PM,29-Jun-2026 01:00 PM,techsummary_2171668.pdf (484.12 KB),Technical,Summary,Hemant Sexena,20-Jun-2026 02:48 PM,,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,02-Jul-2026 05:25 PM,finsummary_2171668.pdf (492.17 KB),AOC,"55,000",No,fixed,,Nil,Nil,1.0,SBI Bank,eeredallahabad,eeredallahabad,"2,500",Nil,Nil,No,Supply Installation and Commissioning of 30NO 18 WATT LED Solar High Mast light with 50AH Lithium phosphate battery,Supply Installation and Commissioning of 30NO 18 WATT LED Solar High Mast light with 50AH Lithium phosphate battery,Please refer Tender documents. ,NA ,"27,46,000",Civil Works,NA ,Tender,90.0,NA ,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 433 date 21-05-2026,2026_REDUP_1158724_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-Jun-2026 06:55 PM,17-Jun-2026 02:00 PM,09-Jun-2026 06:55 PM,16-Jun-2026 05:00 PM,NA ,NA ,09-Jun-2026 06:55 PM,16-Jun-2026 05:00 PM,29-Jun-2026 01:00 PM,1,Fee/PreQual/Technical,.pdf,pdf,AOC
,,,,,,,2,6197243,NILA CONSTRUCTION,16-Jun-2026 03:40 PM,Accepted-AOC,accepted,03-Jul-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,AOC
