S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage
1.0,6217084.0,Ramvati Contractor,INR,"335,923.66",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1161682_1,310-9/E.E. BLY/E-Tender/PBT/2026-27 Dt. 18.06.2026,Construction of C.C. Road work at Vill. Vikrampur in phulchandra HOuse to Ritram House (Vidhayak Nidhi),1,6215644,M/s Bagesh And Sons,25-Jun-2026 12:04 AM,Rejected-AOC,IInd Lowest Rate,16-Jul-2026 01:54 PM,14-Jul-2026,"INR 335,923.66",60.0,Vinod Kumar Kardam,16-Jul-2026 01:54 PM,LOI9.pdf (129.00 KB),Total Contract Value Rs. 335923.66,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Bhaskar Mishra,04-Jul-2026 12:09 PM,04-Jul-2026 12:30 PM,techsummary_2177713.pdf (296.72 KB),Finance,Financial Bid Opening Summary,Vinod Kumar Kardam,09-Jul-2026 11:54 AM,finance_2177713.pdf,BOQ Comparative Chart,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Vinod Kumar Kardam,09-Jul-2026 12:47 PM,finsummary_2177713.pdf (118.66 KB),Technical,Technical Bid Opening Summary,Bhaskar Mishra,04-Jul-2026 11:38 AM,technical_2177713.pdf,AOC,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",18-Jun-2026 05:00 PM,25-Jun-2026 02:00 PM,18-Jun-2026 05:00 PM,25-Jun-2026 01:00 PM,NA ,NA ,18-Jun-2026 05:00 PM,25-Jun-2026 01:00 PM,04-Jul-2026 12:30 PM,Construction of C.C. Road work at Vill. Vikrampur in phulchandra HOuse to Ritram House (Vidhayak Nidhi),Construction of C.C. Road work at Vill. Vikrampur in phulchandra HOuse to Ritram House (Vidhayak Nidhi),Construction of C.C. Road work at Vill. Vikrampur in phulchandra HOuse to Ritram House (Vidhayak Nidhi) ,NA ,"3,36,462",Civil Works - Roads,Construction of C.C. Road work at Vill. Vikrampur  ,Tender,90.0,60.0,Pilibhit,262001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,310-9/E.E. BLY/E-Tender/PBT/2026-27 Dt. 18.06.2026,2026_SCIDC_1161682_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"6,800",No,fixed,,EE UPSCIDCO,Pilibhit,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",826.0,EE UPSCIDCO,Pilibhit,No,1.0,RTGS - RTGS Payment,AOC
,,,,,,,,,2,6217084,Ramvati Contractor,24-Jun-2026 07:14 PM,Accepted-AOC,Ist Lowest Rate,16-Jul-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Financial bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
