Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
21-Jul-2026,"INR 3,272,806.11",180.0,Bajrang Prasad,21-Jul-2026 03:25 PM,COMITTE2.pdf (1000.00 KB),1,6079821,M I CONSTRUCTION,01-May-2026 12:01 PM,Rejected-Finance,LOWEST 2,21-Jul-2026 03:19 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-2 Bareilly||Unit-6 Bareilly,2026_UPPRC_1142046_2,01/PCL/P.M./UNIT-6/BLY/2026-27,CONSTRUCTION OF BOUNDARY WALL OF 1.800 MTR HEIGHT IN MEDICAL COLLEGE CAMPUS PILIBHIT DISTRICT- PILIBHIT (U.P.),1.0,6078000.0,RUDRA CONSTUCTION,INR,"3,272,806.11",Finance,FINANCIAL BID OPEN,Bajrang Prasad,21-Jul-2026 03:15 PM,finance_2132996.pdf,BOQ Comparative Chart,PROJECT MANAGER,Internal,,Bajrang Prasad,05-May-2026 05:01 PM,05-May-2026 05:30 PM,techsummary_2132996.pdf (999.62 KB),Technical,COMPRATIVE STATEMENT,Bajrang Prasad,05-May-2026 04:58 PM,technical_2132996.pdf,PROJECT MANAGER,Internal,,Bajrang Prasad,21-Jul-2026 03:19 PM,finsummary_2132996.pdf (999.62 KB),AOC,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-2 Bareilly||Unit-6 Bareilly,01/PCL/P.M./UNIT-6/BLY/2026-27,2026_UPPRC_1142046_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CONSTRUCTION OF BOUNDARY WALL OF 1.800 MTR HEIGHT IN MEDICAL COLLEGE CAMPUS PILIBHIT DISTRICT- PILIBHIT (U.P.),CONSTRUCTION OF BOUNDARY WALL OF 1.800 MTR HEIGHT IN MEDICAL COLLEGE CAMPUS PILIBHIT DISTRICT- PILIBHIT (U.P.),CONSTRUCTION OF BOUNDARY WALL OF 1.800 MTR HEIGHT IN MEDICAL COLLEGE CAMPUS PILIBHIT DISTRICT- PILIBHIT (U.P.) ,NA ,"33,16,921",Civil Works,NA ,Tender,180.0,180.0,Bareilly,243122.0,NA ,NA ,NA ,Bareilly,No ,No,1.0,SBI Bank,"5,900",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,27-Apr-2026 10:00 AM,02-May-2026 03:00 PM,27-Apr-2026 11:00 AM,02-May-2026 01:00 PM,NA ,NA ,27-Apr-2026 11:00 AM,02-May-2026 01:00 PM,05-May-2026 05:30 PM,"67,000",No,fixed,,Nil,Nil,Project Manager,"PROJECT MANAGER, UNIT-6, U.P. PROJECTS CORPORATION LTD. Unit Office-14, CHANDRA SHEKHAR NAGAR COLONY,TULASHERPUR, BAREILLY",AOC
,,,,,,2,6078000,RUDRA CONSTUCTION,30-Apr-2026 08:05 PM,Accepted-AOC,LOWEST 1,21-Jul-2026 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,AOC
