S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,6114363.0,Swastik Construction,INR,"2,489,596.286",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad||Unit-2 Allahabad,2026_UPPRC_1146738_1,3/PCL/PM/PRAYAG/2026-27/DT. 05.05.2026,"CONSTRUCTION OF ADDITIONAL DORMITORY HALL BUILDING FOR KASTURBA GANDHI BALIKA VIDYALAYA AT ASHOTHAR, BLOCK - ASHOTHAR, DISTRICT - FATEHPUR (U.P)",1,6114529,m/s khushi enterprises,14-May-2026 12:22 AM,Rejected-AOC,Rejected,13-Jul-2026 03:33 PM,13-Jul-2026,"INR 2,489,596.286",90.0,SANKALP VERMA,13-Jul-2026 03:33 PM,AgreementDormetryAshothar.pdf (613.00 KB),Accepted,Sankalp,Internal,Ayush Kumar,SANKALP VERMA,13-Jul-2026 03:12 PM,finsummary_2144616.pdf (257.89 KB),Technical,Comparative,SANKALP VERMA,19-May-2026 12:11 PM,technical_2144616.pdf,Sankalp,Internal,Ayush Kumar,SANKALP VERMA,19-May-2026 12:30 PM,19-May-2026 02:00 PM,techsummary_2144616.pdf (257.89 KB),Finance,Financial Summary,SANKALP VERMA,13-Jul-2026 03:07 PM,finance_2144616.pdf,BOQ Comparative Chart,AOC,08-May-2026 03:30 PM,14-May-2026 02:00 PM,08-May-2026 03:30 PM,14-May-2026 01:00 PM,NA ,NA ,08-May-2026 03:30 PM,14-May-2026 01:00 PM,19-May-2026 02:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad||Unit-2 Allahabad,3/PCL/PM/PRAYAG/2026-27/DT. 05.05.2026,2026_UPPRC_1146738_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical,Project Manager,Prayagraj,1.0,SBI Bank,"5,900",Nil,Nil,No,"50,000",No,fixed,,Nil,Nil,"CONSTRUCTION OF ADDITIONAL DORMITORY HALL BUILDING FOR KASTURBA GANDHI BALIKA VIDYALAYA AT ASHOTHAR, BLOCK - ASHOTHAR, DISTRICT - FATEHPUR (U.P)","CONSTRUCTION OF ADDITIONAL DORMITORY HALL BUILDING FOR KASTURBA GANDHI BALIKA VIDYALAYA AT ASHOTHAR, BLOCK - ASHOTHAR, DISTRICT - FATEHPUR (U.P)","CONSTRUCTION OF ADDITIONAL DORMITORY HALL BUILDING FOR KASTURBA GANDHI BALIKA VIDYALAYA AT ASHOTHAR, BLOCK - ASHOTHAR, DISTRICT - FATEHPUR (U.P) ",NA ,"24,98,000",Civil Works,NA ,Tender,90.0,90.0,Fatehpur,211004.0,Prayagraj ,Prayagraj ,08-May-2026 03:30 PM ,Prayagraj,No ,No,AOC
,,,,,,,,,2,6114363,Swastik Construction,14-May-2026 12:39 AM,Accepted-AOC,Accepted,13-Jul-2026 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
