Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"CONSTRUCTION OF ADDITIONAL CLASS ROOM ( 02 NOS) AT RAJKIYA INTER COLLEGE,PIPARI DISTT- SONEBHADRA","CONSTRUCTION OF ADDITIONAL CLASS ROOM ( 02 NOS) AT RAJKIYA INTER COLLEGE,PIPARI DISTT- SONEBHADRA",As Per BID Document ,NA ,"26,71,000",Civil Works,NA ,Tender,90.0,180.0,PIPARI DISTT- SONEBHADRA,231216.0,NA ,NA ,NA ,Mirzapur,No ,No,07-Apr-2026 10:00 AM,13-Apr-2026 04:00 PM,07-Apr-2026 10:00 AM,13-Apr-2026 02:00 PM,NA ,NA ,07-Apr-2026 10:00 AM,13-Apr-2026 02:00 PM,24-Apr-2026 06:00 PM,"5,900",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,BID Document,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,05/PM-16/UPPCL/2025-26,2026_UPPRC_1134011_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"53,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Project Manager Unit-16,"Office of The Project Manager Unit-16, Near Suzuki Bike Agency, Patel Chauraha Bharuhana Mirzapur",AOC,Finance,Enclosed,ANIL KUMAR SINGH,09-Jul-2026 08:28 AM,finance_2116776.pdf,BOQ Comparative Chart,Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-2, Accountant",ANIL KUMAR SINGH,24-Apr-2026 05:55 PM,24-Apr-2026 06:00 PM,techsummary_2116776.pdf (551.84 KB),Technical,Enclosed,ANIL KUMAR SINGH,24-Apr-2026 05:40 PM,technical_2116776.pdf,Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-02, Accountant",ANIL KUMAR SINGH,09-Jul-2026 08:48 AM,finsummary_2116776.pdf (1471.88 KB),09-Jul-2026,"INR 2,666,421.17",150.0,ANIL KUMAR SINGH,09-Jul-2026 08:53 AM,piprepw.pdf (757.00 KB),1.0,6041283.0,KRISHNA ENTERPRISES,INR,"2,666,421.17",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,2026_UPPRC_1134011_4,05/PM-16/UPPCL/2025-26,"CONSTRUCTION OF ADDITIONAL CLASS ROOM ( 02 NOS) AT RAJKIYA INTER COLLEGE,PIPARI DISTT- SONEBHADRA",1,6041283,KRISHNA ENTERPRISES,11-Apr-2026 03:28 PM,Accepted-AOC,L1 Firm,09-Jul-2026 08:53 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6041307,RAMA PLANNERS PRIVATE LIMITED,11-Apr-2026 06:30 PM,Rejected-AOC,L2 Firm,09-Jul-2026 08:53 AM,AOC
