Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT Sudhi Patra and T1,950.0,Nil,Nil,No,City Magistrate Office Parisar me Boundriwall ka Nirman Karya,City Magistrate Office Parisar me Boundriwall ka Nirman Karya,City Magistrate Office Parisar me Boundriwall ka Nirman Karya ,NA ,"85,170",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,"1,703",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,EE RED GONDA,EE RED GONDA,23-Jun-2026 06:00 PM,29-Jun-2026 12:30 PM,23-Jun-2026 06:00 PM,29-Jun-2026 12:00 PM,NA ,NA ,23-Jun-2026 06:00 PM,29-Jun-2026 12:00 PM,08-Jul-2026 02:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,548/EE/RED/ENIV/NIR/26-27 Dt 27-05-2026,2026_REDUP_1163052_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Summary,Jay Bahadur Singh,17-Jul-2026 06:16 PM,,BOQ Comparative Chart,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,08-Jul-2026 02:15 PM,08-Jul-2026 02:30 PM,techsummary_2180297.pdf (559.33 KB),Technical,Summary,Jay Bahadur Singh,08-Jul-2026 02:00 PM,,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,17-Jul-2026 06:44 PM,finsummary_2180297.pdf (195.74 KB),17-Jul-2026,"INR 84,318.18",120.0,Jay Bahadur Singh,17-Jul-2026 06:46 PM,Critical03.pdf (196.00 KB),bond,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1163052_3,548/EE/RED/ENIV/NIR/26-27 Dt 27-05-2026,City Magistrate Office Parisar me Boundriwall ka Nirman Karya,1.0,6220731.0,MA SHARDA ENTERPRISES,INR,"84,318.18",1,6220731,MA SHARDA ENTERPRISES,27-Jun-2026 03:28 PM,Accepted-AOC,L1,17-Jul-2026 06:46 PM,AOC
2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6220778,Pankaj Kumar Singh,27-Jun-2026 02:45 PM,Rejected-Finance,L2,17-Jul-2026 06:44 PM,AOC
