Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||IDT, akbarpur",135/AEI/IDT/ETENDER/2026-27 DT 18/05/2026,2026_UPIDC_1152599_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,289.0,Nil,Nil,No,"15,000",No,fixed,,Nil,Nil,25-May-2026 11:30 AM,30-May-2026 03:00 PM,25-May-2026 12:00 PM,30-May-2026 12:00 PM,NA ,NA ,25-May-2026 12:00 PM,30-May-2026 12:00 PM,02-Jun-2026 05:15 PM,LOT NO. 03 E/W IN CLEARANCE OF GOUSPUR DRAIN AND PASIYAPARA DRAIN,E/W IN CLEARANCE OF GOUSPUR DRAIN FROM KM 0.000 TO KM. 2.200 AND PASIYAPARA DRAIN FROM KM. 0.000 TO KM. 1.000,Please refer Tender documents. ,NA ,,Civil Works - Others,DRAIN CLEARANCE ,Rate Contract,90.0,10.0,TANDA,224190.0,NA ,NA ,NA ,OFFICE OF 1st SUB DIVISION I.D. TANDA ABN,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,ASSISTANT ENGINEER 1ST,OFFICE OF ASSISTANT ENGINEER1st SUB DIVISION I.D. TANDA AMBEDKARNAGAR,AOC,Finance,All the Bidders Admitted for Financial Evaluation Summary Attached,SANJEEV SONKER,02-Jun-2026 05:41 PM,finance_2159236.pdf,BOQ Comparative Chart,SANJEEV SONKER AEI,Internal,Anand Kumar Dubey AEIII,SANJEEV SONKER,02-Jun-2026 05:13 PM,02-Jun-2026 05:15 PM,techsummary_2159236.pdf (177.93 KB),Technical,All the Bidder Admitted,SANJEEV SONKER,02-Jun-2026 05:08 PM,technical_2159236.pdf,SANJEEV SONKER AEI,Internal,Anand Kumar Dubey AEIII,SANJEEV SONKER,04-Jul-2026 05:47 PM,finsummary_2159236.pdf (177.93 KB),1.0,Revoace,PDF,02-Jun-2026 04:48 PM,ShudhiPatr1.pdf ,191.51,Technical Opening,04-Jul-2026,"INR 62,706.17",10.0,SANJEEV SONKER,04-Jul-2026 05:51 PM,Lotno3gouspur.pdf (404.00 KB),The award of contract SHIV POOJAN VERMA is given to for giving the first lowest rate after qualifying the Technical and Financial Evaluation.,1,6153958,A D FOOD PRODUCT,30-May-2026 11:38 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Jun-2026 05:08 PM,1.0,6151031.0,SHIV POOJAN VERMA,INR,"62,706.17","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||IDT, akbarpur",2026_UPIDC_1152599_5,135/AEI/IDT/ETENDER/2026-27 DT 18/05/2026,LOT NO. 03 E/W IN CLEARANCE OF GOUSPUR DRAIN AND PASIYAPARA DRAIN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6152660,M/S Asha Ram Verma Thekedar,29-May-2026 08:38 PM,Rejected-Finance,Higher Rate,04-Jul-2026 05:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6152941,ram murat verma,30-May-2026 06:28 AM,Rejected-Finance,Higher Rate,04-Jul-2026 05:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6151031,SHIV POOJAN VERMA,29-May-2026 02:08 PM,Accepted-AOC,AOC,04-Jul-2026 05:51 PM,,,,,,,,,,AOC
