Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
10-Jul-2026,"INR 3,392,405",180.0,Vishnoo Kumar,28-Jul-2026 03:00 PM,sakurpur.pdf (413.00 KB),1.0,6131668.0,M/S JINDAL ENTERPRISES,INR,"3,392,405",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,2026_REDUP_1148481_3,NIT - 31 dt 02.04.2026 Tender 01,Construction work of Interlocking tiles in the subsidiary lanes from the main road to Vijendra to Satpal Pradhan farm from the main road to Harendra from the main road to Narendra and from the main road to Sansar house In village Shakurpur.,1,6131572,M/S CH. SANDEEP CONTRACTOR AND SUPPLIER,20-May-2026 03:55 PM,Rejected-Finance,L2,15-Jun-2026 02:41 PM,Finance,Summary,VINOD KUMAR,15-Jun-2026 02:38 PM,finance_2149791.pdf,BOQ Comparative Chart,EE RED GZB,Internal,,VINOD KUMAR,11-Jun-2026 04:50 PM,15-Jun-2026 12:30 PM,techsummary_2149791.pdf (418.21 KB),Technical,Summary,VINOD KUMAR,11-Jun-2026 04:48 PM,technical_2149791.pdf,EE RED GZB,Internal,,VINOD KUMAR,15-Jun-2026 02:41 PM,finsummary_2149791.pdf (22.38 KB),AOC,16-May-2026 10:00 AM,23-May-2026 12:30 PM,16-May-2026 10:00 AM,22-May-2026 12:00 PM,NA ,NA ,16-May-2026 10:00 AM,22-May-2026 12:00 PM,15-Jun-2026 12:30 PM,854.0,Nil,Nil,No,"58,000",No,fixed,,Nil,Nil,EE,RED GZB,1.0,SBI Bank,Construction work of Interlocking tiles in the subsidiary lanes from the main road to Vijendra to Satpal Pradhan farm from the main road to Harendra from the main road to Narendra and from the main road to Sansar house In village Shakurpur.,Construction work of Interlocking tiles in the subsidiary lanes from the main road to Vijendra to Satpal Pradhan farm from the main road to Harendra from the main road to Narendra and from the main road to Sansar house In village Shakurpur.,Please refer Tender documents. ,NA ,"28,78,000",Civil Works,NA ,Tender,90.0,180.0,Ghaziabad,201001.0,Ghaziabad ,RED GZB ,16-May-2026 10:00 AM ,Ghaziabad,No ,No,1.0,Fee/PreQual/Technical,.pdf,SBD,1.0,Date extend,Date,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,NIT - 31 dt 02.04.2026 Tender 01,2026_REDUP_1148481_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2,6131668,M/S JINDAL ENTERPRISES,20-May-2026 04:37 PM,Accepted-AOC,L1,28-Jul-2026 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,6133343,M/S NARESH TRADERS,21-May-2026 07:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Jun-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
