S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle. Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur","2,714",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,1562/SE RED Gorakhpur/Kushinagar/25-26 Dt 18/03/2026,2026_REDUP_1155919_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"4,68,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,31-May-2026 05:00 PM,09-Jun-2026 12:30 PM,31-May-2026 05:00 PM,08-Jun-2026 12:00 PM,NA ,NA ,31-May-2026 05:00 PM,08-Jun-2026 12:00 PM,18-Jun-2026 12:00 PM,"Under District Kushinagar, Construction of Residential Building at Block Campus Fazilnagar, Lot No 2","Under District Kushinagar, Construction of Residential Building at Block Campus Fazilnagar, Lot No 2",Please refer Tender documents. ,NA ,"2,33,86,000",Civil Works,NA ,Tender,90.0,540.0,Kushinagar,274403.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle. Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",02-Jun-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,AOC,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,06-Jul-2026 05:20 PM,finsummary_2165565.pdf (1466.65 KB),Technical,Summary,Dileep Shukla,09-Jun-2026 02:25 PM,,Er Isham Singh CE RED East,Internal,"Er Isham Singh CE RED East, Er D K Shukla SE RED Gorakhpur Circle, Er Surya Prakash EE RED Kushinagar, Er Surya Prakash EE RED Deoria, Mr Anoop Kumar Rajpoot DAO RED Kushinagar",Dileep Shukla,14-Jun-2026 03:28 PM,18-Jun-2026 12:00 PM,techsummary_2165565.pdf (456.66 KB),Finance,Summary,Dileep Shukla,18-Jun-2026 03:16 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1155919_2,1562/SE RED Gorakhpur/Kushinagar/25-26 Dt 18/03/2026,"Under District Kushinagar, Construction of Residential Building at Block Campus Fazilnagar, Lot No 2",1.0,6177441.0,M/s Bindu Devi,INR,"26,906,550.49",1,6177344,Adarsh Trading Construction,07-Jun-2026 09:28 PM,Rejected-Finance,Rejected,06-Jul-2026 05:20 PM,06-Jul-2026,"INR 26,906,550.49",540.0,Dileep Shukla,06-Jul-2026 05:26 PM,1562_2.pdf (1467.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6177441,M/s Bindu Devi,08-Jun-2026 06:03 AM,Accepted-AOC,AoC,06-Jul-2026 05:26 PM,,,,,,,AOC
