Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
EE,Internal,,Rajesh Kumar Yadav,23-Jun-2026 05:33 PM,27-Jun-2026 12:00 PM,techsummary_2144859.pdf (403.93 KB),Technical,Admitted,Rajesh Kumar Yadav,23-Jun-2026 05:31 PM,,23-Jul-2026,"INR 2,736,846.63",90.0,Rajesh Kumar Yadav,23-Jul-2026 02:45 PM,1076.pdf (276.00 KB),1,6184810,M/S SHARDA ENGINEERING AND SUPPLY COMPANY,10-Jun-2026 12:22 PM,Accepted-AOC,L1,23-Jul-2026 02:45 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1146793_13,10 DATE 02-04-2026,Vikas khand badagav antargat gram sabha kodaipur me pradip singh ke dugdh utpadan kendra se dinesh upadhyay ke ghar tak pich road nirman karya,1.0,6184810.0,M/S SHARDA ENGINEERING AND SUPPLY COMPANY,INR,"2,736,846.63",Finance,Admitted,Rajesh Kumar Yadav,27-Jun-2026 04:02 PM,,BOQ Comparative Chart,EE,Internal,,Rajesh Kumar Yadav,23-Jul-2026 02:43 PM,finsummary_2144859.pdf (105.62 KB),AOC,EE,VIKAS BHAWAN VARANASI,1.0,SBI Bank,Vikas khand badagav antargat gram sabha kodaipur me pradip singh ke dugdh utpadan kendra se dinesh upadhyay ke ghar tak pich road nirman karya,Vikas khand badagav antargat gram sabha kodaipur me pradip singh ke dugdh utpadan kendra se dinesh upadhyay ke ghar tak pich road nirman karya,Please refer Tender documents. ,NA ,"27,40,000",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,VIKAS BHAWAN VARANASI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,10 DATE 02-04-2026,2026_REDUP_1146793_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"54,800",Yes,percentage,2.0%,Nil,Nil,"2,354",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Tender doc,11-May-2026 12:00 PM,11-Jun-2026 12:30 PM,11-May-2026 12:00 PM,11-Jun-2026 12:00 PM,NA ,NA ,11-May-2026 12:00 PM,11-Jun-2026 12:00 PM,27-Jun-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,2,6184802,SHARDA CONSTRUCTION AND SUPPLY WORKS,10-Jun-2026 11:49 AM,Rejected-Finance,L2,23-Jul-2026 02:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,AOC
