Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,final,RAJNEESH KUMAR,27-Jun-2026 02:02 PM,,06-Jul-2026,"INR 1,212,783",90.0,Chaman Srivastava,06-Jul-2026 01:15 PM,jhansinagarganeshbazar.pdf (1178.00 KB),FINAL,final,Internal,EE AE DAO,RAJNEESH KUMAR,27-Jun-2026 02:07 PM,30-Jun-2026 12:30 PM,techsummary_2150920.pdf (297.28 KB),1,6175096,JAYA SRI INDUSTRIES,07-Jun-2026 04:55 PM,Accepted-AOC,Y,06-Jul-2026 01:15 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1148834_18,85/RED/Tender/2025-26 Dated-08.04.2026,Jhansi Nagar ke moholla Ganesh Bazar main Maharastra Samaj ke pracheen Ganesh mandir ke pass prangan main Paryatako abam Shradhaluo ke liye sarbajanik Visharam shed abam Grey Rang ke kota stone patthar se farsikaran ka karya.,1.0,6175096.0,JAYA SRI INDUSTRIES,INR,"1,212,783",Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,06-Jul-2026 01:10 PM,finsummary_2150920.pdf (1178.09 KB),Finance,final,Chaman Srivastava,06-Jul-2026 01:06 PM,,BOQ Comparative Chart,AOC,854.0,Nil,Nil,No,1.0,SBI Bank,EE RED Jhansi,EE RED Jhansi,Jhansi Nagar ke moholla Ganesh Bazar main Maharastra Samaj ke pracheen Ganesh mandir ke pass prangan main Paryatako abam Shradhaluo ke liye sarbajanik Visharam shed abam Grey Rang ke kota stone patthar se farsikaran ka karya.,Jhansi Nagar ke moholla Ganesh Bazar main Maharastra Samaj ke pracheen Ganesh mandir ke pass prangan main Paryatako abam Shradhaluo ke liye sarbajanik Visharam shed abam Grey Rang ke kota stone patthar se farsikaran ka karya.,Please refer Tender documents. ,NA ,"12,16,000",Civil Works,NA ,Tender,90.0,90.0,Jhansi Nagar ke moholla Ganesh Bazar main Maharast,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,1,Fee/PreQual/Technical,.pdf,sbd,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,85/RED/Tender/2025-26 Dated-08.04.2026,2026_REDUP_1148834_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,date extand,Date,,16-May-2026 09:00 AM,08-Jun-2026 03:30 PM,16-May-2026 09:00 AM,08-Jun-2026 12:00 PM,NA ,NA ,16-May-2026 09:00 AM,08-Jun-2026 12:00 PM,30-Jun-2026 12:30 PM,"25,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,2,6168623,M/S MAA SHAKUNTALA CONSTRUCTION,05-Jun-2026 08:53 AM,Rejected-Finance,N,06-Jul-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
