Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Pragya Parmita,Internal,AE DAO,RAM BHAROSHA TIWARY,22-May-2026 02:52 PM,23-May-2026 12:00 PM,techsummary_2143326.pdf (270.31 KB),17-Jul-2026,"INR 1,773,695",90.0,RAM BHAROSHA TIWARY,17-Jul-2026 11:58 AM,HOLPURHARIJANBASTI.pdf (407.00 KB),AOC,Technical,TENDER OPENED,Pragya Parmita,22-May-2026 01:02 PM,technical_2143326.pdf,Finance,FINANCIAL BID OPENED,RAM BHAROSHA TIWARY,16-Jun-2026 02:44 PM,finance_2143326.pdf,BOQ Comparative Chart,Pragya Parmita,Internal,AE DAO,RAM BHAROSHA TIWARY,16-Jun-2026 02:52 PM,finsummary_2143326.pdf (339.31 KB),1.0,6115428.0,YATHARTH CONSTRUCTION,INR,"1,773,695",1,6115585,M/S PRAKASH ASSOCIATES,14-May-2026 01:35 PM,Rejected-Finance,HIGH RATE,16-Jun-2026 02:52 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE BHADOHI,2026_REDUP_1145926_41,07/RED/Tender Notice/2026-27 Dt 04-04-2026,Gram panchayat holpur me pitch road se harijan basti tak interlocking karya.,AOC,Gram panchayat holpur me pitch road se harijan basti tak interlocking karya.,Road,Please refer Tender documents. ,NA ,"15,14,000",Civil Works - Roads,NA ,Rate Contract,90.0,NA ,BHADOHI,221304.0,NA ,NA ,NA ,VIKAS BHAWAN GYANPUR,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE BHADOHI,07/RED/Tender Notice/2026-27 Dt 04-04-2026,2026_REDUP_1145926_41,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,VIKAS BHAWAN GYANPUR,1.0,SBI Bank,"30,000",No,fixed,,Nil,Nil,"1,095",Nil,Nil,No,08-May-2026 06:00 PM,15-May-2026 12:30 PM,08-May-2026 06:00 PM,15-May-2026 12:00 PM,NA ,NA ,08-May-2026 06:00 PM,15-May-2026 12:00 PM,23-May-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,SBD,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6115428,YATHARTH CONSTRUCTION,14-May-2026 12:56 PM,Accepted-AOC,AOC,17-Jul-2026 11:58 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
