Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
04-Jun-2026 05:00 PM,09-Jun-2026 06:00 PM,04-Jun-2026 05:00 PM,09-Jun-2026 05:00 PM,NA ,NA ,04-Jun-2026 05:00 PM,09-Jun-2026 05:00 PM,11-Jun-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, aligarh",01/EE/2026-27,2026_UPIDC_1152951_15,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer Drainage DivisionAligarh,DD Aligarh,Silt clearance of Akrabad I drain from km 0.000 to km 13.600,Silt clearance of Akrabad I drain from km 0.000 to km 13.600,Please refer Tender documents. ,NA ,"6,81,000",Civil Works - Others,NA ,Tender,90.0,NA ,Aligarh,202001.0,NA ,NA ,NA ,DD Aligarh,No ,No,766.0,Nil,Nil,No,"13,700",No,fixed,,Nil,Nil,1.0,SBI Bank,AOC,1,6181691,Guru Construction Works,09-Jun-2026 11:51 AM,Accepted-AOC,Accepted,16-Jul-2026 12:27 PM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, aligarh",2026_UPIDC_1152951_15,01/EE/2026-27,Silt clearance of Akrabad I drain from km 0.000 to km 13.600,Finance,Admitted,Kalpana Yadav,16-Jul-2026 12:18 PM,,BOQ Comparative Chart,Committee,Internal,As per file attached,Kalpana Yadav,16-Jul-2026 12:23 PM,finsummary_2168204.pdf (274.73 KB),1.0,6181691.0,Guru Construction Works,INR,"332,638.12",Technical,Admitted,Kalpana Yadav,11-Jun-2026 08:35 AM,,16-Jul-2026,"INR 332,638.12",8.0,Kalpana Yadav,16-Jul-2026 12:27 PM,akrabaadGuru.pdf (466.00 KB),Committee,Internal,,Kalpana Yadav,11-Jun-2026 08:38 AM,11-Jun-2026 10:00 AM,techsummary_2168204.pdf (274.73 KB),AOC
,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6182936,HARPRASAD KAUSHAL INTERPRISESS,09-Jun-2026 04:54 PM,Rejected-AOC,Not Accepted,16-Jul-2026 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6180694,M/s SAVITRI DEVI CONTRACTOR,08-Jun-2026 09:14 PM,Rejected-AOC,Not Accepted,16-Jul-2026 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,6172704,Pl Engineering & construction,07-Jun-2026 03:23 PM,Rejected-AOC,Not Accepted,16-Jul-2026 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
