Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,BID Document,1.0,SBI Bank,"4,85,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),05 /PCL/GM/ZONE-2/BLY/2026-27,2026_UPPRC_1157457_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"CONSTRUCTION OF HOSTEL BLOCK AT KASTURBA GANDHI BALIKA VIDYALAYA, PANWASA, DISTT- SAMBHAL (U.P)","CONSTRUCTION OF HOSTEL BLOCK AT KASTURBA GANDHI BALIKA VIDYALAYA, PANWASA, DISTT- SAMBHAL (U.P)",As per Bid Document ,NA ,"2,42,42,000",Civil Works,NA ,Tender,90.0,365.0,"PANWASA, DISTT- SAMBHAL (U.P)",244302.0,NA ,NA ,NA ,Bareilly,No ,No,06-Jun-2026 09:00 AM,20-Jun-2026 03:00 PM,06-Jun-2026 09:00 AM,20-Jun-2026 01:00 PM,NA ,NA ,06-Jun-2026 09:00 AM,20-Jun-2026 01:00 PM,29-Jun-2026 04:00 PM,"17,700",Nil,Nil,No,General Manager Zone-2,"General Manager, Zone-2, U.P. Projects Corporation Ltd. 14, Chandra Shekar Nagar Colony, Tulasherpur, Bareilly",AOC,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-21, Accountant",Rajesh Verma,27-Jun-2026 03:25 PM,29-Jun-2026 04:00 PM,techsummary_2168897.pdf (1823.58 KB),Finance,Enclosed,Rajesh Verma,30-Jul-2026 05:07 PM,finance_2168897.pdf,BOQ Comparative Chart,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-21, Accountant",Rajesh Verma,30-Jul-2026 05:34 PM,finsummary_2168897.pdf (685.68 KB),Technical,Enclosed,Rajesh Verma,27-Jun-2026 01:51 PM,technical_2168897.pdf,1,6207244,Core Wood Infratech,20-Jun-2026 09:59 AM,Rejected-AOC,L2 Firm,30-Jul-2026 05:41 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),2026_UPPRC_1157457_2,05 /PCL/GM/ZONE-2/BLY/2026-27,"CONSTRUCTION OF HOSTEL BLOCK AT KASTURBA GANDHI BALIKA VIDYALAYA, PANWASA, DISTT- SAMBHAL (U.P)",1.0,6206148.0,M/S CLASSIC CONSTRUCTION,INR,"24,120,647.308",30-Jul-2026,"INR 24,120,647.308",355.0,Rajesh Verma,30-Jul-2026 05:41 PM,05pow.pdf (1225.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6206148,M/S CLASSIC CONSTRUCTION,19-Jun-2026 10:35 AM,Accepted-AOC,L1 Firm,30-Jul-2026 05:41 PM,,,,,,,,,,,,,,,,AOC
