Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,05/PM-16/UPPCL/2025-26,2026_UPPRC_1134011_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Project Manager Unit-16,"Office of The Project Manager Unit-16, Near Suzuki Bike Agency, Patel Chauraha Bharuhana Mirzapur",07-Apr-2026 10:00 AM,13-Apr-2026 04:00 PM,07-Apr-2026 10:00 AM,13-Apr-2026 02:00 PM,NA ,NA ,07-Apr-2026 10:00 AM,13-Apr-2026 02:00 PM,13-May-2026 04:00 PM,1,Fee/PreQual/Technical,.pdf,BID Document,"33,000",No,fixed,,Nil,Nil,CONSTRUCTION OF TOILET BLOCK AT RAJKIYA INTER COLLEGE SIRSIYA THAKURAI KHAIRPUR DISTT- SONEBHDRA,CONSTRUCTION OF TOILET BLOCK AT RAJKIYA INTER COLLEGE SIRSIYA THAKURAI KHAIRPUR DISTT- SONEBHDRA,As per BId Document ,NA ,"16,47,000",Civil Works,NA ,Tender,90.0,180.0,SIRSIYA THAKURAI KHAIRPUR DISTT- SONEBHDRA,231216.0,NA ,NA ,NA ,Mirzapur,No ,No,1.0,SBI Bank,"5,900",Nil,Nil,No,AOC,Finance,Enclosed,ANIL KUMAR SINGH,24-Jul-2026 04:24 PM,finance_2116773.pdf,BOQ Comparative Chart,Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-2, Accountant",ANIL KUMAR SINGH,13-May-2026 12:23 PM,13-May-2026 04:00 PM,techsummary_2116773.pdf (126.41 KB),Technical,Enclosed,ANIL KUMAR SINGH,13-May-2026 11:44 AM,technical_2116773.pdf,Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-02, Accountant",ANIL KUMAR SINGH,24-Jul-2026 04:32 PM,finsummary_2116773.pdf (1471.88 KB),24-Jul-2026,"INR 1,634,185.76",90.0,ANIL KUMAR SINGH,24-Jul-2026 04:35 PM,05_3_POW.pdf (1079.00 KB),1,6042359,LAKSHYA ASSOCIATES,12-Apr-2026 04:02 PM,Accepted-AOC,L1 Firm,24-Jul-2026 04:35 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,2026_UPPRC_1134011_3,05/PM-16/UPPCL/2025-26,CONSTRUCTION OF TOILET BLOCK AT RAJKIYA INTER COLLEGE SIRSIYA THAKURAI KHAIRPUR DISTT- SONEBHDRA,1.0,6042359.0,LAKSHYA ASSOCIATES,INR,"1,634,185.76",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6042405,M/s Hanumant Associates,12-Apr-2026 04:34 PM,Rejected-AOC,L2 Firm,24-Jul-2026 04:35 PM,,,,,,,,,,AOC
