Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,2026_REDUP_1154520_1,152/SE RED/ 2026-27 DATE- 23.05.2026,"PAKAGE NO UP 67135 PATWADH SE BASUHARI SAMPARK MARGE CHANAGE 0.00 TO 61.500 TAK KE CHAURIKARAN AND SUDRIKARAN HETU VAN VIBHAGE SE PRABHAWIT 45.295 HE VAN BHUMI KE BADLE 7 PAICHO ME UPLABDH KARAI GAI GAIR VAN BHUMI ASTHAL KI FENSING , SOLAR P,BORV ETC",1.0,6153687.0,M/S A.K. Construction Co.,INR,"5,419,445.962",1,6153700,jaimanidev pandey,01-Jun-2026 05:21 PM,Rejected-Finance,l2,17-Jun-2026 04:37 PM,02-Jul-2026,"INR 5,419,445.962",90.0,Sanjay Srivastava,02-Jul-2026 09:23 AM,67135.pdf (831.00 KB),l1,SE,Internal,"EE SBR, EE MZP, DAO AE",Sanjay Srivastava,04-Jun-2026 05:45 PM,05-Jun-2026 12:00 PM,techsummary_2162608.pdf (176.44 KB),Finance,attached,Jayprakash Dhawan,17-Jun-2026 04:35 PM,finance_2162608.pdf,BOQ Comparative Chart,SE,Internal,"EE MZP, EE SBR, DAO",Jayprakash Dhawan,17-Jun-2026 04:37 PM,finsummary_2162608.pdf (309.00 KB),Technical,attached,Sanjay Srivastava,04-Jun-2026 05:41 PM,technical_2162608.pdf,AOC,SE RED MZP,JHANVI HOTEL PUTLIGHAR MZP,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,152/SE RED/ 2026-27 DATE- 23.05.2026,2026_REDUP_1154520_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"PAKAGE NO UP 67135 PATWADH SE BASUHARI SAMPARK MARGE CHANAGE 0.00 TO 61.500 TAK KE CHAURIKARAN AND SUDRIKARAN HETU VAN VIBHAGE SE PRABHAWIT 45.295 HE VAN BHUMI KE BADLE 7 PAICHO ME UPLABDH KARAI GAI GAIR VAN BHUMI ASTHAL KI FENSING , SOLAR P,BORV ETC","PAKAGE NO UP 67135 PATWADH SE BASUHARI SAMPARK MARGE CHANAGE 0.00 TO 61.500 TAK KE CHAURIKARAN AND SUDRIKARAN HETU VAN VIBHAGE SE PRABHAWIT 45.295 HE VAN BHUMI KE BADLE 7 PAICHO ME UPLABDH KARAI GAI GAIR VAN BHUMI ASTHAL KI FENSING , SOLAR P,BORV",AS PER NITA ND T2 ,NA ,,Civil Works,NA ,Tender,90.0,90.0,PATWADH,231216.0,NA ,NA ,NA ,SE RED MZP,No ,No,"3,260",Nil,Nil,No,"1,10,000",No,fixed,,Nil,Nil,1.0,SBI Bank,28-May-2026 09:00 AM,03-Jun-2026 02:00 PM,28-May-2026 09:00 AM,03-Jun-2026 12:00 PM,NA ,NA ,28-May-2026 09:00 AM,03-Jun-2026 12:00 PM,05-Jun-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,tech doc,AOC
,,,,,,,,,2,6153687,M/S A.K. Construction Co.,01-Jun-2026 05:14 PM,Accepted-AOC,L1,02-Jul-2026 09:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,fc doc,AOC
,,,,,,,,,3,6153696,PANDEY ENTERPRISES,01-Jun-2026 05:32 PM,Rejected-Finance,l3,17-Jun-2026 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
