Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
18-Jul-2026,"INR 182,272,955",540.0,Karmendra Kumar Agrawal,20-Jul-2026 04:05 PM,GBNDOS.pdf (799.00 KB),"Rs. 21,50,82,086.00",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,2026_UPPRC_1154655_1,27/PCL/GM/Zone-6/Noida/2026-27 Dt. 27.05.2026,Construction Work of C.M. Model Composite School (Pre-Primary to Class-12th) at Plot No. PS-01 Sector-34 in District Gautambuddha Nagar,1.0,6200661.0,M/S Krishna Construction,INR,"182,272,955",1,6200893,Aggarwal Construction Co,16-Jun-2026 08:47 PM,Rejected-AOC,Second Lowest,20-Jul-2026 04:05 PM,Technical,Two Bids are received. All are found Technically qualified,Karmendra Kumar Agrawal,23-Jun-2026 04:15 PM,technical_2162881.pdf,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,08-Jul-2026 12:28 PM,finsummary_2162881.pdf (431.49 KB),Finance,Technically Qualified bidders bids opened. Out of them M/s Krishna Construction Bid is First Lowest of amount Rupees 182272955.466,Karmendra Kumar Agrawal,08-Jul-2026 12:25 PM,finance_2162881.pdf,BOQ Comparative Chart,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,23-Jun-2026 04:19 PM,23-Jun-2026 04:45 PM,techsummary_2162881.pdf (431.49 KB),AOC,1.0,Date of Extend,Date,,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,27/PCL/GM/Zone-6/Noida/2026-27 Dt. 27.05.2026,2026_UPPRC_1154655_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical Bid,27-May-2026 02:30 PM,17-Jun-2026 03:00 PM,27-May-2026 02:30 PM,17-Jun-2026 02:00 PM,NA ,NA ,27-May-2026 02:30 PM,17-Jun-2026 02:00 PM,23-Jun-2026 04:45 PM,"43,50,000",No,fixed,,Nil,Nil,"General Manager, UPPCL, Zone-6 Noida","K-2, Sector-116, Noida Gautambudha Nagar","17,700",Nil,Nil,No,Construction Work of C.M. Model Composite School (Pre-Primary to Class-12th) at Plot No. PS-01 Sector-34 in District Gautambuddha Nagar,Construction Work of C.M. Model Composite School (Pre-Primary to Class-12th) at Plot No. PS-01 Sector-34 in District Gautambuddha Nagar,Please refer Tender documents. ,NA ,"21,74,96,000",Civil Works,NA ,Tender,90.0,540.0,Plot No. PS-01 Sector-34 in District Gautambuddh,201307.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,AOC
,,,,,,,,,,,,,,,,2,6200661,M/S Krishna Construction,17-Jun-2026 12:06 PM,Accepted-AOC,First Lowest,20-Jul-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
