Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
22-Jul-2026,"INR 178,135.08",120.0,Jay Bahadur Singh,22-Jul-2026 10:00 PM,summery.pdf (316.00 KB),AOC,1,6231830,CHAWLA ELECTRIC HOUSE,04-Jul-2026 03:37 PM,Accepted-AOC,ACCEPT,22-Jul-2026 10:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1164409_1,679/EE/RED/ENIV/NIR/2026-27 Dt 06-06-2026,Nagar Panchayat Tarabganj me Tahseel parisar me 01 adad 30 mtr Pole par Highmast Light ki sthapana Karya,1.0,6231830.0,CHAWLA ELECTRIC HOUSE,INR,"178,135.08",Technical,Summary,Jay Bahadur Singh,08-Jul-2026 12:39 PM,,j b singh,Internal,"EERED, DEO,AERED",Jay Bahadur Singh,22-Jul-2026 09:08 PM,finsummary_2183327.pdf (316.09 KB),Finance,financial admitted,Jay Bahadur Singh,22-Jul-2026 09:00 PM,finance_2183327.pdf,BOQ Comparative Chart,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,08-Jul-2026 01:23 PM,08-Jul-2026 01:30 PM,techsummary_2183327.pdf (618.25 KB),AOC,1,Fee/PreQual/Technical,.pdf,NIT with T1,950.0,Nil,Nil,No,Nagar Panchayat Tarabganj me Tahseel parisar me 01 adad 30 mtr Pole par Highmast Light ki sthapana Karya,Nagar Panchayat Tarabganj me Tahseel parisar me 01 adad 30 mtr Pole par Highmast Light ki sthapana Karya,Nagar Panchayat Tarabganj me Tahseel parisar me 01 adad 30 mtr Pole par Highmast Light ki sthapana Karya  ,NA ,"8,49,116",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,1.0,SBI Bank,"16,982",Yes,percentage,2.0%,Nil,Nil,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,27-Jun-2026 04:00 PM,05-Jul-2026 12:30 PM,27-Jun-2026 04:00 PM,05-Jul-2026 12:00 PM,NA ,NA ,27-Jun-2026 04:00 PM,05-Jul-2026 12:00 PM,08-Jul-2026 01:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,679/EE/RED/ENIV/NIR/2026-27 Dt 06-06-2026,2026_REDUP_1164409_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,2,6231900,Dashmesh Construction,04-Jul-2026 04:45 PM,Rejected-Finance,L2,22-Jul-2026 09:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
