Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"5,900",Nil,Nil,No,31-Jan-2026 09:00 AM,13-Feb-2026 04:00 PM,31-Jan-2026 09:00 AM,13-Feb-2026 02:00 PM,NA ,NA ,31-Jan-2026 09:00 AM,13-Feb-2026 02:00 PM,27-Feb-2026 11:00 AM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad||Unit-3 Varanasi,15/UPPCL/PM-3/VNS/2025-26,2026_UPPRC_1111077_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"Renovation work of PHC Main Building at Primary Health Centre Abhaipur, District-Ghazipur (U.P.)","Renovation work of PHC Main Building at Primary Health Centre Abhaipur, District-Ghazipur (U.P.)",As per BID Document ,NA ,"18,82,000",Civil Works,NA ,Tender,90.0,180.0,"Abhaipur, District-Ghazipur (U.P.)",233001.0,NA ,NA ,NA ,Varanasi,No ,No,1.0,Corrigendum Date ext.,Date,,"Project Manager Unit-3, Varanasi","Project Manager, Unit-3 U.P. Project Corporation Ltd D.59/105-59A, Chandrika Nagar Colony, Sigra, Varanasi (9457577945)","38,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,BID Document,AOC,Project Manager Unit-3,Internal,"Project Manager Unit-3, Project Manager Unit-19, Accountant",MANVENDRA SINGH,26-Feb-2026 10:54 PM,27-Feb-2026 11:00 AM,techsummary_2052264.pdf (585.29 KB),Finance,Enclosed,MANVENDRA SINGH,14-Jul-2026 03:02 PM,finance_2052264.pdf,BOQ Comparative Chart,Project Manager Unit-03,Internal,"Project Manager Unit-03, Project Manager Unit-19, Accountant",MANVENDRA SINGH,14-Jul-2026 03:17 PM,finsummary_2052264.pdf (1472.11 KB),Technical,Enclosed,MANVENDRA SINGH,26-Feb-2026 10:32 PM,technical_2052264.pdf,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad||Unit-3 Varanasi,2026_UPPRC_1111077_1,15/UPPCL/PM-3/VNS/2025-26,"Renovation work of PHC Main Building at Primary Health Centre Abhaipur, District-Ghazipur (U.P.)",1.0,5866194.0,M/S OM PRAKASH PANDEY,INR,"1,870,202.25",1,5866194,M/S OM PRAKASH PANDEY,13-Feb-2026 11:44 AM,Accepted-AOC,L1 Firm,14-Jul-2026 03:32 PM,14-Jul-2026,"INR 1,870,202.25",150.0,MANVENDRA SINGH,14-Jul-2026 03:32 PM,PHCAbhaipurGZP_POW.pdf (802.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5864434,M/S SUNITA SINGH,12-Feb-2026 03:04 PM,Rejected-AOC,L2 Firm,14-Jul-2026 03:32 PM,,,,,,,AOC
