S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,20-Apr-2026 10:00 AM,27-Apr-2026 12:00 PM,20-Apr-2026 11:00 AM,27-Apr-2026 11:00 AM,NA ,NA ,20-Apr-2026 11:00 AM,27-Apr-2026 11:00 AM,08-May-2026 03:00 PM,"62,240",No,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD -9, Sambhal",01/EE/2026-27,2026_UPIDC_1138601_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,RAJEEV KUMAR EXECUTIVE ENGINER,O/O EXECUTIVE ENGINEER MADHYA GANGA CANAL CONSTRUCTION DIVISION 9 SAMBHAL,LOT 01,CONSTRUCTION OF D.R.B CUM CANAL SYPHON AT KM 8.350 OF KAILY DY.,PLEASE REFER TENDER DOCUMENT ,NA ,"31,12,000",Civil Works - Canal,NA ,Tender,90.0,60.0,KAILY SAMBHAL,244302.0,SAMBHAL ,O/O EXECUTIVE ENGINEER MADHYA GANGA CANAL CONSTRUCTION DIVISION 9 SAMBHAL ,21-Apr-2026 12:00 PM ,SAMBHAL,No ,No,674.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical,.pdf,E-TENDER NOTICE,AOC,Technical,ADMITTED FOR FINANCIAL EVALUATION,Rajeev Kumar,27-Apr-2026 12:34 PM,,RAJEEV KUMAR,Internal,RAJINDER KUMAR EXECUTIVE ENGINEER AND DEEPAK KUMAR DIVISIONAL ACCOUNTS OFFICER,Rajeev Kumar,14-May-2026 12:18 PM,finsummary_2125868.pdf (255.95 KB),Finance,ADMITTED FOR FINANCIAL EVALUATION,Rajeev Kumar,08-May-2026 03:19 PM,,BOQ Comparative Chart,RAJEEV KUMAR,Internal,RAJINDER KUMAR EXECUTIVE ENGINEER AND DIVISIONAL ACCUNTS OFFICER,Rajeev Kumar,08-May-2026 01:25 PM,08-May-2026 03:00 PM,techsummary_2125868.pdf (601.02 KB),04-Jun-2026,"INR 2,838,356.02",60.0,Rajeev Kumar,27-Jul-2026 10:27 PM,01AOCLOT01.pdf (468.00 KB),AWARD OF CONTRACT IS GIVEN TO THE CONTRACTOR,1.0,6070542.0,AKHILESH KUMAR GANGWAR,26-Apr-2026 09:12 PM,Rejected-Finance,Rates of Bidder are Higher estimated rates and also higher among two.,14-May-2026 12:18 PM,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD -9, Sambhal",2026_UPIDC_1138601_1,01/EE/2026-27,LOT 01,1.0,6070531.0,M/S SUDHIR CHANDRA CONSTRUCTION AND SUPPLIER,INR,"2,838,356.02",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6070531.0,M/S SUDHIR CHANDRA CONSTRUCTION AND SUPPLIER,27-Apr-2026 10:42 AM,Accepted-AOC,ALL DOCUMENTRY CONDITION ARE FULLFILLED,27-Jul-2026 10:27 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
