EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"24,600",No,percentage,2.0%,Nil,Nil,767.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"EE RED, Vikas Bhawan, Ambedkarnagar","EE RED, Vikas Bhawan, Ambedkarnagar",13-May-2026 03:00 PM,20-May-2026 03:00 PM,13-May-2026 03:00 PM,20-May-2026 12:00 PM,NA ,NA ,13-May-2026 03:00 PM,20-May-2026 12:00 PM,01-Jun-2026 03:00 PM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,164/EE RED Ambedkarnagar/26-27 Dt 24/04/2026,2026_REDUP_1148067_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Under District Ambedkarnagar, Construction of Soling Road from Anil Singh farm to Dalit Basti and Rajbhar Basti in Gram Sabha Paras Kattai, Lot No 4","Under District Ambedkarnagar, Construction of Soling Road from Anil Singh farm to Dalit Basti and Rajbhar Basti in Gram Sabha Paras Kattai, Lot No 4",Please refer Tender documents. ,NA ,"12,30,000",Civil Works,NA ,Tender,90.0,90.0,Ambedkarnagar,224001.0,"EE RED, Vikas Bhawan, Ambedkarnagar ","EE RED, Vikas Bhawan, Ambedkarnagar  ",15-May-2026 11:00 AM ,"EE RED, Vikas Bhawan, Ambedkarnagar",No ,No,AOC,Er Shailendra Chaudhary EE RED Ambedkarnagar,Internal,,Shailendra Chaudhary,17-Jul-2026 04:06 PM,finsummary_2148614.pdf (697.06 KB),Technical,Summary,ANAND SWAROOP YADAV,21-May-2026 05:12 PM,,"Er Shailendra Chaudhary EE RED Ambedkarnagar,",Internal,"Er Shailendra Chaudhary EE RED Ambedkarnagar, Er Yogesh Kumar AE RED Ambedkarnagar, Mr Anand Swaroop Yadav DAO RED Ambedkarnagar",Shailendra Chaudhary,25-May-2026 07:33 PM,01-Jun-2026 03:00 PM,techsummary_2148614.pdf (374.64 KB),Finance,Summary,Shailendra Chaudhary,05-Jun-2026 10:14 AM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,2026_REDUP_1148067_4,164/EE RED Ambedkarnagar/26-27 Dt 24/04/2026,"Under District Ambedkarnagar, Construction of Soling Road from Anil Singh farm to Dalit Basti and Rajbhar Basti in Gram Sabha Paras Kattai, Lot No 4",1.0,6127526.0,AGYARAM RAJBHAR,INR,"1,449,682",1,6127526,AGYARAM RAJBHAR,19-May-2026 01:27 PM,Accepted-AOC,AoC,17-Jul-2026 04:54 PM,18-Jul-2026,"INR 1,449,682",90.0,Shailendra Chaudhary,17-Jul-2026 04:54 PM,164_4.pdf (697.00 KB),AOC
,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6127786,Uma Shankar Verma Construction,19-May-2026 01:42 PM,Rejected-Finance,Rejected,17-Jul-2026 04:06 PM,,,,,,,AOC
