Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
13-Jul-2026,"INR 6,469,125",120.0,Pooja Rani,31-Jul-2026 02:32 PM,57.pdf (339.00 KB),Technical,tech,Pooja Rani,31-May-2026 04:51 PM,,SE,Internal,EEDAO,Lalita Verma,02-Jun-2026 05:23 PM,06-Jun-2026 12:00 PM,techsummary_2144606.pdf (295.93 KB),SE,Internal,EEDAO,Pooja Rani,19-Jun-2026 02:50 PM,finsummary_2144606.pdf (22.38 KB),Finance,Finance,Lalita Verma,08-Jun-2026 11:46 AM,,BOQ Comparative Chart,1.0,6132109.0,SHAILENDRA KUMAR MISHRA,INR,"6,469,125",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1145967_57,01/SE RED/tender/2026-27 Dt 01-04-2026,Vikash Khand Chanbey gram Sabha Bagheda khurd main Road se Balkrishana Tiwari ke ghar tak lepan karya,1,6132832,M/S TARKESHWAR PRASAD PANDEY,21-May-2026 07:58 AM,Rejected-Finance,l2,19-Jun-2026 02:50 PM,AOC,"1,30,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,09-May-2026 10:00 AM,26-May-2026 12:30 PM,09-May-2026 10:00 AM,25-May-2026 02:00 PM,NA ,NA ,09-May-2026 10:00 AM,25-May-2026 02:00 PM,06-Jun-2026 12:00 PM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,01/SE RED/tender/2026-27 Dt 01-04-2026,2026_REDUP_1145967_57,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,dated,Date,,"3,314",Nil,Nil,No,Vikash Khand Chanbey gram Sabha Bagheda khurd main Road se Balkrishana Tiwari ke ghar tak lepan karya,Vikash Khand Chanbey gram Sabha Bagheda khurd main Road se Balkrishana Tiwari ke ghar tak lepan karya,Please refer Tender documents. ,NA ,"64,79,000",Civil Works,NA ,Tender,90.0,120.0,Mirzapur,231001.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER RURAL ENGINEERING DEPARTME,No ,No,SUPRINTENDING ENGINEER,Near Jahanvi Hotel Putlighar Mirzapur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6132109,SHAILENDRA KUMAR MISHRA,20-May-2026 08:32 PM,Accepted-AOC,AOC,31-Jul-2026 02:31 PM,AOC,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
