Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
766.0,Nil,Nil,No,28-Apr-2026 11:00 AM,04-May-2026 03:00 PM,28-Apr-2026 11:00 AM,04-May-2026 01:00 PM,NA ,NA ,28-Apr-2026 11:00 AM,04-May-2026 01:00 PM,05-May-2026 04:45 PM,Executive Engineer MGCC D15MBD,Executive Engineer MGCC D15MBD,1.0,SBI Bank,"30,000",No,fixed,,Nil,Nil,LOT-11,Construction of Sayyed Mehmoodpur Minor from km 3.200 to km 3.800 Originated from Prahaladpur Dy.,Please refer Tender documents. ,NA ,"13,99,000",Civil Works,NA ,Tender,90.0,30.0,Chandausi,244412.0,NA ,NA ,NA ,Moradabad,No ,No,1,Fee/PreQual/Technical,.pdf,Tender Documents,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD-15, Moradabad",01/EE/2026-27,2026_UPIDC_1135692_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD-15, Moradabad",2026_UPIDC_1135692_13,01/EE/2026-27,LOT-11,1,6086888,R.A.V. BUILDERS AND CONSULTANT,04-May-2026 11:47 AM,Accepted-AOC,L1,31-Jul-2026 03:18 PM,1.0,6086888.0,R.A.V. BUILDERS AND CONSULTANT,INR,"1,420,455",Finance,Admitted for Finacial Evaluation,RAJINDER KUMAR,05-May-2026 05:06 PM,,BOQ Comparative Chart,Rajinder Kumar,Internal,Rajeev Kumar and Divisional Accountant,RAJINDER KUMAR,07-May-2026 06:50 PM,finsummary_2134202.pdf (492.21 KB),Technical,Admiotted for Technical Evaluation,RAJINDER KUMAR,05-May-2026 12:03 PM,,12-May-2026,"INR 1,420,455",30.0,RAJINDER KUMAR,31-Jul-2026 03:18 PM,LOT11AOC.pdf (326.00 KB),AOC,Rajinder Kumar,Internal,Rajeev Kumar and Divisional Accountant,RAJINDER KUMAR,05-May-2026 04:28 PM,05-May-2026 04:45 PM,techsummary_2134202.pdf (255.25 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,AOC,,,,,2,6086936,SS BUILDERS AND CONSULTANT,04-May-2026 11:55 AM,Rejected-Finance,IInd Lowest,07-May-2026 06:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
