Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
08-Jul-2026,"INR 2,120,397.28",180.0,vivek kumar verma,08-Jul-2026 07:38 PM,488.pdf (473.00 KB),1.0,6128007.0,M/s LVT Enterprises,INR,"2,120,397.28",Gorakhpur Industrial Development Authority,2026_UGIDA_1147034_1,488/GIDA/2026-27 DT. 24.04.2026,Construction of CC Road and Drain From Ashok Vishwakarma house to Mahendra Singh house behind Blooming Buds School in Village Keshopur word No 08 in sec 23 GIDA Gorakhpur,1,6115606,ANAND CONSTRUCTION,17-May-2026 05:45 PM,Rejected-Finance,L3,08-Jul-2026 07:34 PM,Finance,BID OPENED,VIBHOR TYAGI,11-Jun-2026 07:03 PM,,BOQ Comparative Chart,CEO GIDA,Internal,M(C)GM(F)ACEO,vivek kumar verma,11-Jun-2026 06:16 PM,11-Jun-2026 06:20 PM,techsummary_2145136.pdf (456.70 KB),Technical,BID OPENED,VIBHOR TYAGI,19-May-2026 05:08 PM,,CEO GIDA,Internal,M(C)GM(F)ACEO,vivek kumar verma,08-Jul-2026 07:34 PM,finsummary_2145136.pdf (473.05 KB),AOC,Gorakhpur Industrial Development Authority,488/GIDA/2026-27 DT. 24.04.2026,2026_UGIDA_1147034_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,34,000",No,fixed,,Nil,Nil,CEO GIDA,GIDA SECTOR 7 GIDA GORAKHPUR,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,"1,770",Nil,Nil,No,Construction of CC Road and Drain From Ashok Vishwakarma house to Mahendra Singh house behind Blooming Buds School in Village Keshopur word No 08 in sec 23 GIDA Gorakhpur,Construction of CC Road and Drain From Ashok Vishwakarma house to Mahendra Singh house behind Blooming Buds School in Village Keshopur word No 08 in sec 23 GIDA Gorakhpur,Please refer Tender documents. ,NA ,"23,30,619",Civil Works,NA ,Tender,90.0,180.0,GIDA GORAKHPUR,273212.0,NA ,NA ,NA ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,No ,No,11-May-2026 11:00 AM,19-May-2026 04:00 PM,11-May-2026 11:00 AM,19-May-2026 03:00 PM,NA ,NA ,11-May-2026 11:00 AM,19-May-2026 03:00 PM,11-Jun-2026 06:20 PM,AOC
,,,,,,,,,,,,,,,2,6119668,Kaushik Associates,19-May-2026 01:21 PM,Rejected-Finance,L2,08-Jul-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,6128007,M/s LVT Enterprises,19-May-2026 02:28 PM,Accepted-AOC,L1,08-Jul-2026 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,6117315,M/S PRASHANT CONSTRUCTION,17-May-2026 08:35 PM,Rejected-Finance,L4,08-Jul-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,6125322,M/S SIDDHARTH CONSTRUCTION,19-May-2026 01:51 PM,Rejected-Technical,NOT RESPONSIVE,11-Jun-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
