Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Neeraj Kumar Singh,Internal,"Binod Kumar Singh, Neeraj Kumar Singh",NEERAJ KUMAR SINGH,25-May-2026 02:41 PM,26-May-2026 12:00 PM,techsummary_2141265.pdf (305.01 KB),Technical,Admitted,NEERAJ KUMAR SINGH,18-May-2026 11:59 AM,,01-Jul-2026,"INR 580,057.5",20.0,NEERAJ KUMAR SINGH,01-Jul-2026 03:10 PM,Kakua.pdf (329.00 KB),Accepted,1,6115851,A K INFRATECH,14-May-2026 03:06 PM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 02:41 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Lower Division Agra Canal Agra,2026_UPIDC_1145201_31,01/EE/2026-27,Clearance of Kakua 4.800 to 12.100 Drain,1.0,6113458.0,RAJKUMAR SHARMA CONTRACTOR,INR,"580,057.5",Neeraj Kumar Singh,Internal,"Binod Kumar Singh, Neeraj Kumar Singh",NEERAJ KUMAR SINGH,24-Jun-2026 06:16 PM,finsummary_2141265.pdf (329.46 KB),Finance,Admitted,NEERAJ KUMAR SINGH,26-May-2026 04:22 PM,,BOQ Comparative Chart,AOC,266.0,Nil,Nil,No,1.0,SBI Bank,1.0,date and conditions,Date,,Executive Engineer,"Lower Division Agra Canal, Agra","29,000",Yes,fixed,,Nil,Nil,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Lower Division Agra Canal Agra,01/EE/2026-27,2026_UPIDC_1145201_31,Yes,Open Tender,Item Wise,Works,3.0,No,No,Online,No,No,No,05-May-2026 05:00 PM,15-May-2026 12:00 PM,05-May-2026 05:00 PM,14-May-2026 05:00 PM,05-May-2026 05:00 PM ,11-May-2026 05:00 PM ,05-May-2026 05:00 PM,14-May-2026 05:00 PM,26-May-2026 12:00 PM,Clearance of Kakua 4.800 to 12.100 Drain,Clearance of Kakua 4.800 to 12.100 Drain,Please Refer Tender Document ,NA ,"14,16,000",Civil Works,NA ,Tender,90.0,20.0,Clearance of Kakua 4.800 to 12.100 Drain,282001.0,NA ,NA ,NA ,Agra,No ,No,1.0,Fee,.pdf,Corrigendum Date,AOC
,,,,,,,,,,,,,,,,,,,2,6100332,chahar constructions,09-May-2026 01:10 PM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 02:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,,,,3,6099815,MAA VAISHNO DEVI ENTERPRISES,08-May-2026 07:06 PM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 02:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,4,6113875,M/s CHANCHAL ASSOCIATES,14-May-2026 01:22 PM,Rejected-Finance,L4,24-Jun-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,6100850,M/S DEEPAK CONSTRUCTIONS,14-May-2026 09:49 AM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 02:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,6115133,M/s KAMAL CONSTRUCTION,14-May-2026 12:51 PM,Rejected-Finance,L2,24-Jun-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,6102408,M/S KANTA PRASAD SHARMA CONTRACTOR,14-May-2026 07:59 AM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 02:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,6093162,M/s LATURI SINGH CONTRACTOR & SUPPLIERS,09-May-2026 03:01 PM,Rejected-Finance,L6,24-Jun-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,6112042,M/s Laxmi Kant Sharma,13-May-2026 12:02 AM,Rejected-Finance,L5,24-Jun-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,6093136,M/S MAYA CONSTRUCTION,10-May-2026 10:29 AM,Rejected-Finance,L9,24-Jun-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
