Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,"49,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,333/RED DEORIA/E-TENDER/2026-27. DATED 11.05.2026,2026_REDUP_1159218_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,12-Jun-2026 10:00 AM,19-Jun-2026 02:30 PM,12-Jun-2026 10:00 AM,18-Jun-2026 12:00 PM,NA ,NA ,12-Jun-2026 10:00 AM,18-Jun-2026 12:00 PM,24-Jun-2026 10:00 AM,1.0,SBI Bank,"2,354",Nil,Nil,No,VIKAS KHAND LAR KE GRAM SAJAW CHHATTH GHAT SE SAJAW KHARDAHA PITCH MARG TAK CC ROAD KA NIRMAN KARYA,VIKAS KHAND LAR KE GRAM SAJAW CHHATTH GHAT SE SAJAW KHARDAHA PITCH MARG TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"24,50,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",AOC,Er. Surya Prakash,Internal,,Surya Prakash,23-Jun-2026 04:42 PM,24-Jun-2026 10:00 AM,techsummary_2172548.pdf (355.89 KB),Finance,Financial Bid Open,Surya Prakash,24-Jun-2026 12:35 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,20-Jul-2026 07:00 PM,finsummary_2172548.pdf (1405.03 KB),Technical,Financial Bid Open,Surya Prakash,19-Jun-2026 04:19 PM,,1.0,6193889.0,M/S FBS CONSTRUCTION,INR,"2,075,743.15",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1159218_1,333/RED DEORIA/E-TENDER/2026-27. DATED 11.05.2026,VIKAS KHAND LAR KE GRAM SAJAW CHHATTH GHAT SE SAJAW KHARDAHA PITCH MARG TAK CC ROAD KA NIRMAN KARYA,1,6193902,M/S AMETHIYA CONSTRUCTION,15-Jun-2026 05:39 PM,Rejected-Finance,Highest Rate,20-Jul-2026 07:00 PM,20-Jul-2026,"INR 2,075,743.15",120.0,Surya Prakash,20-Jul-2026 07:02 PM,35.pdf (1405.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6193889,M/S FBS CONSTRUCTION,18-Jun-2026 11:01 AM,Accepted-AOC,Lowest Rate,20-Jul-2026 07:02 PM,,,,,,,AOC
