S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,6133206.0,AKHILENDRA SINGH,21-May-2026 03:12 PM,Rejected-AOC,Highest Rate,15-Jul-2026 04:29 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,2026_REDUP_1149397_1,2196/RED/Azh/2026-27 Dt 30.03.2026,Interlocking road construction work from the link road to Shri Ram Shukla house till the front of Ramakant Mishra house in development block Paway village Saudma-8,1.0,6133655.0,M/S PALI CONSTRUCTION,INR,"3,224,171.41",15-Jul-2026,"INR 3,224,171.41",90.0,MANOJ KUMAR SINGH,15-Jul-2026 04:29 PM,pali.pdf (417.00 KB),Date of Start Date of Comp,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,06-Jun-2026 07:16 PM,12-Jun-2026 12:00 PM,techsummary_2151738.pdf (1513.46 KB),Finance,FIN,MANOJ KUMAR SINGH,15-Jul-2026 04:25 PM,,BOQ Comparative Chart,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,15-Jul-2026 04:27 PM,finsummary_2151738.pdf (1513.46 KB),Technical,TEC,MANOJ KUMAR SINGH,06-Jun-2026 06:53 PM,technical_2151738.pdf,AOC,"1,194",Nil,Nil,No,18-May-2026 12:00 PM,25-May-2026 01:00 PM,18-May-2026 12:00 PM,25-May-2026 12:00 PM,18-May-2026 12:00 PM ,25-May-2026 12:00 PM ,18-May-2026 12:00 PM,25-May-2026 12:00 PM,12-Jun-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,DD and EMD,Interlocking road construction work from the link road to Shri Ram Shukla house till the front of Ramakant Mishra house in development block Paway village Saudma-8,Interlocking road construction work from the link road to Shri Ram Shukla house till the front of Ramakant Mishra house in development block Paway village Saudma-8,Please Refer Tender Document ,NA ,"38,06,000",Civil Works,NA ,Tender,90.0,90.0,Azamgarh,276001.0,NA ,NA ,NA ,Azamgarh,No ,No,E.E. R.E.D. Division Azamgarh,R.E.D. Department Viakas Bhawan Azamgarh,"76,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,2196/RED/Azh/2026-27 Dt 30.03.2026,2026_REDUP_1149397_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC
2.0,6133655.0,M/S PALI CONSTRUCTION,21-May-2026 03:34 PM,Accepted-AOC,Lowest Rate,15-Jul-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
