Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"2,354",Nil,Nil,No,SE RED CIRCLE JHANSI,SE RED CIRCLE JHANSI,01-Jun-2026 09:00 AM,12-Jun-2026 12:00 PM,01-Jun-2026 09:00 AM,11-Jun-2026 03:00 PM,NA ,NA ,01-Jun-2026 09:00 AM,11-Jun-2026 03:00 PM,13-Jul-2026 12:30 PM,1.0,Date Extend,Date,,1,Fee/PreQual/Technical,.pdf,SBD,Janpad Jhansi main block bangra ke gram Haspura main shri Hanuman mandir Haspura se Kagar ki aur apex sadak nirman karya.,Janpad Jhansi main block bangra ke gram Haspura main shri Hanuman mandir Haspura se Kagar ki aur apex sadak nirman karya.,Please refer Tender documents. ,NA ,"54,73,000",Civil Works,NA ,Tender,90.0,180.0,Janpad Jhansi main block bangra ke gram Haspura ma,284003.0,NA ,NA ,NA ,SE RED CIRCLE JHANSI,No ,No,1.0,SBI Bank,"1,10,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,92/SE/RED/TENDER/2026-24 Dt- 22.04.2026,2026_REDUP_1155914_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Rajneesh Kumar,Internal,SE JHANSI EE JHANSI EE JALAUN DAO,RAJNEESH KUMAR,28-Jul-2026 04:44 PM,finsummary_2165614.pdf (311.17 KB),Finance,FINAL,RAJNEESH KUMAR,28-Jul-2026 04:39 PM,,BOQ Comparative Chart,1.0,6165173.0,M/s SHRI GANESH SIROTHIYA CONSTRUCTION,INR,"5,442,968.49",1,6165173,M/s SHRI GANESH SIROTHIYA CONSTRUCTION,04-Jun-2026 04:42 PM,Accepted-AOC,Y,28-Jul-2026 04:47 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1155914_22,92/SE/RED/TENDER/2026-24 Dt- 22.04.2026,Janpad Jhansi main block bangra ke gram Haspura main shri Hanuman mandir Haspura se Kagar ki aur apex sadak nirman karya.,Rajneesh Kumar,Internal,SE Jhansi EE Jhansi EE jalaun DAO Jhansi,RAJNEESH KUMAR,06-Jul-2026 03:33 PM,13-Jul-2026 12:30 PM,techsummary_2165614.pdf (332.01 KB),28-Jul-2026,"INR 5,442,968.49",180.0,RAJNEESH KUMAR,28-Jul-2026 04:47 PM,Haspura.pdf (311.00 KB),FINAL,Technical,final,RAJNEESH KUMAR,06-Jul-2026 03:26 PM,,AOC
,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6165199,TIRUPATI INFRA,04-Jun-2026 03:41 PM,Rejected-Finance,N,28-Jul-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
