Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE SHAHJAHANPUR,2026_REDUP_1161723_4,356 date 11.06.2026,shahjaapur nahar pulia,1.0,6218757.0,M/S HARI TARA ASSOCIATES,INR,"3,801,887",1,6218757,M/S HARI TARA ASSOCIATES,26-Jun-2026 01:36 PM,Accepted-AOC,winner,23-Jul-2026 01:59 PM,23-Jul-2026,"INR 3,801,887",120.0,Satish Chand Raghvendram,23-Jul-2026 01:59 PM,shahjapurnaharpulia.pdf (124.00 KB),shahjapur nagar puliia work,ee red,Internal,"AE RED, DAO RED",Satish Chand Raghvendram,04-Jul-2026 03:52 PM,07-Jul-2026 12:00 PM,techsummary_2177699.pdf (81.73 KB),Finance,sssssssssss,Satish Chand Raghvendram,23-Jul-2026 01:52 PM,,BOQ Comparative Chart,EE RED Shahjahanpur,Internal,AE RED DAO RED SPN,Satish Chand Raghvendram,23-Jul-2026 01:56 PM,finsummary_2177699.pdf (124.13 KB),Technical,sssssssssssssss,Satish Chand Raghvendram,04-Jul-2026 03:42 PM,,AOC,1,Fee/PreQual/Technical,.pdf,t1,1.0,SBI Bank,executive Engineer,vikas bhawan spn,"60,000",No,fixed,,Nil,Nil,shahjaapur nahar pulia,construction of shahjapur nahar pulia to post office interlocking work,Please refer Tender documents. ,NA ,"29,68,000",Civil Works,interlocking ,Rate Contract,90.0,120.0,shahjahanpur,242001.0,NA ,NA ,NA ,vikas bhawan shahjahanpur,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE SHAHJAHANPUR,356 date 11.06.2026,2026_REDUP_1161723_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,19-Jun-2026 12:00 PM,26-Jun-2026 04:30 PM,19-Jun-2026 12:00 PM,26-Jun-2026 04:00 PM,NA ,NA ,19-Jun-2026 12:00 PM,26-Jun-2026 04:00 PM,07-Jul-2026 12:00 PM,AOC
,,,,,,,,,2,6219083,M/S MANISH AGARWAL,26-Jun-2026 11:59 AM,Rejected-Finance,atpar,23-Jul-2026 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
