Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
15-May-2026,"INR 242,875",30.0,Vinod Kumar Verma,02-Jul-2026 11:26 AM,alokAOC.pdf (520.00 KB),AOC,1.0,6049328.0,M/S ALOK TRIPATHI,INR,"242,875","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID-2, kushinagar",2026_UPIDC_1135364_4,01/EE/ID2K/2026-27,LOT-04,1,6049328,M/S ALOK TRIPATHI,15-Apr-2026 03:57 PM,Accepted-AOC,H1,02-Jul-2026 11:26 AM,Technical,Admitted,Vinod Kumar Verma,17-Apr-2026 01:33 PM,,VINOD KUMAR VERMA,Internal,Bodhai Ram and Bipin Bihari Singh,Vinod Kumar Verma,18-Apr-2026 09:32 AM,finsummary_2119808.pdf (412.84 KB),Finance,Admitted,Vinod Kumar Verma,17-Apr-2026 03:16 PM,,BOQ Comparative Chart,Vinod Kumar Verma,Internal,Bipin Bihari Singh and Bodhai Ram,Vinod Kumar Verma,17-Apr-2026 01:46 PM,17-Apr-2026 01:50 PM,techsummary_2119808.pdf (412.84 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID-2, kushinagar",01/EE/ID2K/2026-27,2026_UPIDC_1135364_4,Yes,Auction,Fixed-rate,Works,2.0,No,No,Online,No,No,No,0.0,Nil,Nil,No,LOT-04,SILT DISPOSAL BY AUCTIONING OF MATHIYA BRANCH FROM KM 1.200 TO KM 2.000,Please refer Tender documents. ,NA ,"2,32,894",Civil Works - Canal,NA ,Tender,90.0,NA ,"Irrigation Division-2, Kushinagar",274401.0,NA ,NA ,NA ,"Irrigation Division-2, Kushinagar",No ,No,1,Fee/PreQual/Technical,.pdf,Auction Document,10-Apr-2026 10:00 AM,16-Apr-2026 03:00 PM,10-Apr-2026 10:00 AM,16-Apr-2026 02:00 PM,NA ,NA ,10-Apr-2026 10:00 AM,16-Apr-2026 02:00 PM,17-Apr-2026 01:50 PM,1.0,SBI Bank,Executive Engineer,"Irrigation Division-2, Kushinagar","23,289",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,6049446,M/S ATUL KUMAR TIWARI,15-Apr-2026 03:49 PM,Rejected-Finance,H2 Bidder,18-Apr-2026 09:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
