S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,2 Vikaskhand jagne mein Nagla ghuma Marg se Nagla seju Tak CC Nirman karya,2 Vikaskhand jagne mein Nagla ghuma Marg se Nagla seju Tak CC Nirman karya,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,AGRA,282002.0,NA ,NA ,NA ,S.E.RED OFFICE AGRA,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,135/NIVIDA AGRA/2026-27 dt 22.5.2026,2026_REDUP_1155187_27,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,S.E.RED OFFICE AGRA,S.E.RED OFFICE AGRA,01-Jun-2026 10:00 AM,08-Jun-2026 02:30 PM,01-Jun-2026 10:00 AM,08-Jun-2026 12:00 PM,NA ,NA ,01-Jun-2026 10:00 AM,08-Jun-2026 12:00 PM,15-Jun-2026 09:00 AM,1,Fee/PreQual/Technical,.pdf,SBD,"82,000",Yes,fixed,,Nil,Nil,"2,354",Nil,Nil,No,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,2026_REDUP_1155187_27,135/NIVIDA AGRA/2026-27 dt 22.5.2026,2 Vikaskhand jagne mein Nagla ghuma Marg se Nagla seju Tak CC Nirman karya,1,6165634,M/S SAI ENTERPRISES,04-Jun-2026 11:09 AM,Accepted-AOC,AOC,26-Jul-2026 02:01 PM,Finance,ALL BID ADMITTED,Dinesh Singh,16-Jun-2026 06:36 PM,,BOQ Comparative Chart,SE RED,Internal,,Dinesh Singh,26-Jul-2026 01:59 PM,finsummary_2164770.pdf (181.55 KB),1.0,6165634.0,M/S SAI ENTERPRISES,INR,"4,055,914.12",SE RED,Internal,,Dinesh Singh,13-Jun-2026 09:52 PM,15-Jun-2026 09:00 AM,techsummary_2164770.pdf (94.96 KB),Technical,TECHNICAL,Dinesh Singh,11-Jun-2026 05:38 PM,,26-Jul-2026,"INR 4,055,914.12",120.0,Dinesh Singh,26-Jul-2026 02:01 PM,AOC.pdf (182.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,AOC,,,,,2,6165515,TANYA CONSTRUCTION,05-Jun-2026 05:10 PM,Rejected-Finance,L2,26-Jul-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
