Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,2026_UPPRC_1134381_1,06/PM-16/UPPCL/2025-26,"CONSTRUCTION OF DRINKING WATER FACILITY AND MULTIPURPOSE HALL AT PT. DINDAYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE , MULADIH DISTT- SONEBHADRA",1.0,6053765.0,Maa Vijaya Construction,INR,"3,880,215.95",1,6053753,jaimanidev pandey,18-Apr-2026 08:36 AM,Rejected-AOC,L2 Firm,29-Jul-2026 02:44 PM,29-Jul-2026,"INR 3,880,215.95",215.0,ANIL KUMAR SINGH,29-Jul-2026 02:43 PM,6_1POW.pdf (788.00 KB),Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-2, Accountant",ANIL KUMAR SINGH,28-Apr-2026 05:47 PM,28-Apr-2026 06:00 PM,techsummary_2117705.pdf (1888.68 KB),Finance,Enclosed,ANIL KUMAR SINGH,28-Jul-2026 04:45 PM,finance_2117705.pdf,BOQ Comparative Chart,Project Manager Unit-16,Internal,"Project Manager Unit-16, Project Manager Unit-02, Accountant",ANIL KUMAR SINGH,29-Jul-2026 02:39 PM,finsummary_2117705.pdf (1471.88 KB),Technical,Enclosed,ANIL KUMAR SINGH,28-Apr-2026 05:35 PM,technical_2117705.pdf,AOC,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-16 Mirzapur,06/PM-16/UPPCL/2025-26,2026_UPPRC_1134381_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Project Manager Unit-16,"Office of The Project Manager Unit-16, Near Suzuki Bike Agency, Patel Chauraha Bharuhana Mirzapur",1,Fee/PreQual/Technical,.pdf,BID Document,08-Apr-2026 09:00 AM,18-Apr-2026 04:00 PM,08-Apr-2026 09:00 AM,18-Apr-2026 02:00 PM,NA ,NA ,08-Apr-2026 09:00 AM,18-Apr-2026 02:00 PM,28-Apr-2026 06:00 PM,"78,000",No,fixed,,Nil,Nil,1.0,Date2,Date,,"5,900",Nil,Nil,No,1.0,SBI Bank,"CONSTRUCTION OF DRINKING WATER FACILITY AND MULTIPURPOSE HALL AT PT. DINDAYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE , MULADIH DISTT- SONEBHADRA","CONSTRUCTION OF DRINKING WATER FACILITY AND MULTIPURPOSE HALL AT PT. DINDAYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE , MULADIH DISTT- SONEBHADRA",As Per BID Document ,NA ,"38,90,000",Civil Works,NA ,Tender,90.0,270.0,MULADIH DISTT- SONEBHADRA,231216.0,NA ,NA ,NA ,Mirzapur,No ,No,AOC
,,,,,,,,,2,6053765,Maa Vijaya Construction,18-Apr-2026 09:03 AM,Accepted-AOC,L1 Firm,29-Jul-2026 02:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
