Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Azamgarh,319/EE/Ballia/E-Tender/2026-27 Dt. 25.06.2026,2026_SCIDC_1164134_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Notice,1.0,FDR - Fixed Deposit,25-Jun-2026 06:55 PM,08-Jul-2026 02:00 PM,25-Jun-2026 06:55 PM,07-Jul-2026 06:00 PM,NA ,NA ,25-Jun-2026 06:55 PM,07-Jul-2026 06:00 PM,16-Jul-2026 12:55 PM,"1,652",UPSCIDC LTD Ballia,UPSCIDC LTD Ballia,No,Executive Engineer UPSCIDC Ltd Azamgarh,Maa Shanti Niwas Opp. Dr. Javed Aarajibagh Azamgarh 276001,"Construction of Additional class Room 03, and a guard room at Composite School Talibapur, Block Bairia in District Ballia.","Construction of Additional class Room 03, and a guard room at Composite School Talibapur, Block Bairia in District Ballia.",Please refer tender Documents ,NA ,"28,99,639",Civil Works,NA ,Tender,90.0,NA ,Ballia,277001.0,NA ,NA ,NA ,Executive Engineer UPSCIDC Ltd Azamgarh,No ,No,"58,000",No,fixed,,UPSCIDC LTD Ballia,UPSCIDC LTD Ballia,AOC,S.E.,Internal,"E.E., AAO.,",Madan Singh,16-Jul-2026 12:54 PM,16-Jul-2026 12:55 PM,techsummary_2182646.pdf (209.42 KB),Finance,Financial,Madan Singh,20-Jul-2026 02:10 PM,finance_2182646.pdf,BOQ Comparative Chart,"S.E.,",Internal,"E.E., AAO.,",Madan Singh,20-Jul-2026 02:18 PM,finsummary_2182646.pdf (467.06 KB),Technical,Technical,Madan Singh,16-Jul-2026 12:44 PM,technical_2182646.pdf,1,6236384,ARYAN ENTERPRISES,07-Jul-2026 02:51 PM,Accepted-AOC,Below Rate,27-Jul-2026 04:52 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Azamgarh,2026_SCIDC_1164134_1,319/EE/Ballia/E-Tender/2026-27 Dt. 25.06.2026,"Construction of Additional class Room 03, and a guard room at Composite School Talibapur, Block Bairia in District Ballia.",1.0,6236384.0,ARYAN ENTERPRISES,INR,"2,876,441.89",24-Jul-2026,"INR 2,876,441.89",180.0,Madan Singh,27-Jul-2026 04:51 PM,Order.pdf (906.00 KB),"Construction of Additional class Room 03, and a guard room at Composite School Talibapur, Block Bairia in District Ballia.",AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6234843,M/S Arvind Kumar,06-Jul-2026 03:47 PM,Rejected-Technical,Not Qualified in Technical Evaluation,16-Jul-2026 12:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6238031,M/S NISTHA ENTERPRISES,07-Jul-2026 03:50 PM,Rejected-Technical,Not Qualified in Technical Evaluation,16-Jul-2026 12:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,6236594,RADIANT SOCIETY,07-Jul-2026 05:40 PM,Rejected-Finance,High Rate,20-Jul-2026 02:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,6230914,VK ENTERPRISES,03-Jul-2026 05:03 PM,Rejected-Technical,Not Qualified in Technical Evaluation,16-Jul-2026 12:54 PM,,,,,,,,,,,,,,,,,AOC
