S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,6140251.0,CHAURASIA CONSTRUCTIONS AND SUPPLIERS,25-May-2026 11:50 AM,Rejected-Finance,DUE TO QUOTED AMOUNT IS NOT LOWEST IN ALL,29-May-2026 05:04 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Mirzapur,2026_UPRNS_1150284_1,99/EE/UPRNSS/MIRZAPUE/26-27 Dated. 18/05/2026,"CONSTRUCTION OF PLATFORM AND G.I. CHAIN LINK FENCING FOR STATIC CRYOVESSEL AT PASHU CHIKITSALAYA CHHANBEY, DISTT. MIRZAPUR, (U. P.)",1.0,6138543.0,JAY KUMAR UPADHYAY,INR,"238,800",09-Jun-2026,"INR 238,800",60.0,Akhilesh Kumar Shukla,01-Jul-2026 02:22 PM,Agreement.pdf (1283.00 KB),THIS CONTRACT IS AWARDED TO M/S JAY KUMAR UPADHYAY,Executive Engineer. UPRNSS Mirzapur,Internal,"SHRI AJAY KUMAR SINGH(AE), SHRI DEENANATH YADAV(JE), SHRI MOHMAD MOHSIN(ACCOUNTENT)",Akhilesh Kumar Shukla,29-May-2026 05:04 PM,finsummary_2153734.pdf (544.89 KB),Technical,2 BIDS ARE ADMITTED.,Akhilesh Kumar Shukla,27-May-2026 04:25 PM,technical_2153734.pdf,Executive Engineer. UPRNSS Mirzapur,Internal,"SHRI AJAY KUMAR SINGH(AE), SHRI DEENANATH YADAV(JE), SHRI MOHMAD MOHSIN(ACCOUNTENT)",Akhilesh Kumar Shukla,27-May-2026 04:29 PM,27-May-2026 05:30 PM,techsummary_2153734.pdf (544.89 KB),Finance,2 BIDS ARE ADMITTED.,Akhilesh Kumar Shukla,29-May-2026 04:48 PM,finance_2153734.pdf,BOQ Comparative Chart,AOC,"CONSTRUCTION OF PLATFORM AND G.I. CHAIN LINK FENCING FOR STATIC CRYOVESSEL AT PASHU CHIKITSALAYA CHHANBEY, DISTT. MIRZAPUR, (U. P.)","CONSTRUCTION OF PLATFORM AND G.I. CHAIN LINK FENCING FOR STATIC CRYOVESSEL AT PASHU CHIKITSALAYA CHHANBEY, DISTT. MIRZAPUR, (U. P.)",Please refer Tender documents. ,NA ,"2,40,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,CHHANBEY,231303.0,NA ,NA ,NA ,Mirzapur,No ,No,826.0,Executive Engineer. UPRNSS Mirzapur,Mirzapur,No,"5,000",No,fixed,,Executive Engineer. UPRNSS Mirzapur,Mirzapur,1.0,Fee/PreQual/Technical,.pdf,FEE/PREQUAL/TECHNICAL,1,BG - Bank Guarantee,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Mirzapur,99/EE/UPRNSS/MIRZAPUE/26-27 Dated. 18/05/2026,2026_UPRNS_1150284_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Executive Engineer. UPRNSS Mirzapur,"Chaudhari Bhawan, Riwan Road Bathua, Mirzapur",19-May-2026 09:00 AM,25-May-2026 12:30 PM,19-May-2026 09:15 AM,25-May-2026 12:00 PM,NA ,NA ,19-May-2026 09:30 AM,25-May-2026 12:00 PM,27-May-2026 05:30 PM,AOC
2.0,6138543.0,JAY KUMAR UPADHYAY,24-May-2026 06:12 PM,Accepted-AOC,DUE TO QUOTED AMOUNT IS LOWEST IN ALL SO THAT THIS CONTRACT IS AWARDED TO JAY KUMAR UPADHYAY,01-Jul-2026 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
