Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
SE,Internal,EEDAO,Lalita Verma,02-Jun-2026 06:34 PM,06-Jun-2026 12:00 PM,techsummary_2144114.pdf (234.01 KB),13-Jul-2026,"INR 4,381,901",90.0,Pooja Rani,31-Jul-2026 02:44 PM,34.pdf (304.00 KB),Technical,tech,Pooja Rani,31-May-2026 06:00 PM,,SE,Internal,EEDAO,Pooja Rani,15-Jun-2026 02:48 PM,finsummary_2144114.pdf (22.26 KB),Finance,fina,Lalita Verma,06-Jun-2026 04:35 PM,,BOQ Comparative Chart,1.0,6132108.0,SHAILENDRA KUMAR MISHRA,INR,"4,381,901",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1145967_34,01/SE RED/tender/2026-27 Dt 01-04-2026,Bimouri Sampark Marg se dhuriha devaghat Sampark marg,1,6137823,SANTOSH KUMAR PANDEY,23-May-2026 05:26 PM,Rejected-Finance,l2,15-Jun-2026 02:48 PM,AOC,"3,214",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,sbd,SUPRINTENDING ENGINEER,Near Jahanvi Hotel Putlighar Mirzapur,09-May-2026 10:00 AM,26-May-2026 12:30 PM,09-May-2026 10:00 AM,25-May-2026 02:00 PM,NA ,NA ,09-May-2026 10:00 AM,25-May-2026 02:00 PM,06-Jun-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,01/SE RED/tender/2026-27 Dt 01-04-2026,2026_REDUP_1145967_34,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Bimouri Sampark Marg se dhuriha devaghat Sampark marg,Bimouri Sampark Marg se dhuriha devaghat Sampark marg,Please refer Tender documents. ,NA ,"43,89,000",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER RURAL ENGINEERING DEPARTME,No ,No,1.0,date,Date,,"88,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6132108,SHAILENDRA KUMAR MISHRA,20-May-2026 08:25 PM,Accepted-AOC,AOC,31-Jul-2026 02:44 PM,AOC,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
