Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
23-Jul-2026,"INR 1,024,225.66",90.0,Rajesh Kumar Yadav,23-Jul-2026 06:05 PM,1004.pdf (459.00 KB),1,6170994,M/S KRISHNA ENTERPRISES,05-Jun-2026 12:49 PM,Rejected-Finance,L2,23-Jun-2026 02:10 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1146167_5,08 DATE 02-04-2026,Gram Sabha Gosaipur Vikas Khand Harahua me Shri Ashok Mishra ke Darwaje se Sharda Petrol Pump tak Marg par jal Nikasi Awam Sadak Nirman karya.,1.0,6171136.0,SHIV CONSTRUCTION,INR,"1,024,225.66",Finance,Admitted,Pankaj Rai,23-Jun-2026 01:23 PM,,BOQ Comparative Chart,EE,Internal,,Rajesh Kumar Yadav,20-Jun-2026 03:28 PM,23-Jun-2026 12:00 PM,techsummary_2143337.pdf (349.99 KB),Technical,Admitted,Rajesh Kumar Yadav,20-Jun-2026 03:25 PM,,EE,Internal,,Rajesh Kumar Yadav,23-Jun-2026 02:10 PM,finsummary_2143337.pdf (104.17 KB),AOC,1,Fee/PreQual/Technical,.pdf,Tender doc,"20,680",Yes,percentage,2.0%,Nil,Nil,08-May-2026 12:00 PM,08-Jun-2026 12:30 PM,08-May-2026 12:00 PM,08-Jun-2026 12:00 PM,NA ,NA ,08-May-2026 12:00 PM,08-Jun-2026 12:00 PM,23-Jun-2026 12:00 PM,Gram Sabha Gosaipur Vikas Khand Harahua me Shri Ashok Mishra ke Darwaje se Sharda Petrol Pump tak Marg par jal Nikasi Awam Sadak Nirman karya.,Gram Sabha Gosaipur Vikas Khand Harahua me Shri Ashok Mishra ke Darwaje se Sharda Petrol Pump tak Marg par jal Nikasi Awam Sadak Nirman karya.,Please refer Tender documents. ,NA ,"10,34,000",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,VIKAS BHAWAN VARANASI,No ,No,1.0,SBI Bank,EE,VIKAS BHAWAN VARANASI,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,08 DATE 02-04-2026,2026_REDUP_1146167_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,AOC
,,,,,,2,6171136,SHIV CONSTRUCTION,06-Jun-2026 06:07 PM,Accepted-AOC,L1,23-Jul-2026 06:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
