Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
SE RED BASTI,O/O SE RED BASTI,Nagar Palika parisar Khalilabad Belvaniya mein mohalla belvaaniya Ward No 05 mein dharma devi public school se lekar pryag maurya ke ghar hote huye baburam maurya ke ghar tak path prakash karya,Nagar Palika parisar Khalilabad Belvaniya mein mohalla belvaaniya Ward No 05 mein dharma devi public school se lekar pryag maurya ke ghar hote huye baburam maurya ke ghar tak path prakash karya,as per sbd ,NA ,"42,33,000",Civil Works,NA ,Tender,90.0,180.0,WORKS,272001.0,NA ,NA ,NA ,O/O SE RED BASTI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,26/RED/Tender/File No/Bond Clerk/2026-27Dt. 07.04.26,2026_REDUP_1155884_27,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,date2,Date,,"2,714",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical,01-Jun-2026 12:00 PM,25-Jun-2026 03:30 PM,01-Jun-2026 12:00 PM,25-Jun-2026 12:00 PM,01-Jun-2026 12:00 PM ,25-Jun-2026 12:00 PM ,01-Jun-2026 12:00 PM,25-Jun-2026 12:00 PM,14-Jul-2026 12:00 PM,"85,000",No,fixed,,Nil,Nil,1.0,SBI Bank,AOC,1,6203443,M/S ARVIND KUMAR SINGH,18-Jun-2026 01:47 AM,Accepted-AOC,A,22-Jul-2026 07:05 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,2026_REDUP_1155884_27,26/RED/Tender/File No/Bond Clerk/2026-27Dt. 07.04.26,Nagar Palika parisar Khalilabad Belvaniya mein mohalla belvaaniya Ward No 05 mein dharma devi public school se lekar pryag maurya ke ghar hote huye baburam maurya ke ghar tak path prakash karya,Finance,c,MuneshKumar Lodhi,14-Jul-2026 01:59 PM,,BOQ Comparative Chart,ER MUNESH KUMAR LO0DHI,Internal,SE,MuneshKumar Lodhi,22-Jul-2026 07:03 AM,finsummary_2165460.pdf (380.04 KB),1.0,6203443.0,M/S ARVIND KUMAR SINGH,INR,"4,264,117.97",Er. Munesh Kumar Lodhi,Internal,se,MuneshKumar Lodhi,09-Jul-2026 12:42 PM,14-Jul-2026 12:00 PM,techsummary_2165460.pdf (115.28 KB),Technical,c,MuneshKumar Lodhi,26-Jun-2026 02:16 PM,,22-Jul-2026,"INR 4,264,117.97",180.0,MuneshKumar Lodhi,22-Jul-2026 07:05 AM,27b.pdf (380.00 KB),A,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,AOC,2,6203472,SHREE HARIOM INFOTECH,24-Jun-2026 11:41 PM,Rejected-Finance,R,22-Jul-2026 07:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
