Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
02-Jul-2026,"INR 143,600",20.0,NEERAJ KUMAR SINGH,02-Jul-2026 11:29 AM,Chauma.pdf (427.00 KB),Accepted,Technical,Admitted,NEERAJ KUMAR SINGH,04-Jun-2026 04:59 PM,,Neeraj Kumar Singh,Internal,"Binod Kumar Singh , Neeraj Kumar Singh",NEERAJ KUMAR SINGH,05-Jun-2026 05:37 PM,06-Jun-2026 10:00 AM,techsummary_2163281.pdf (1005.75 KB),Neeraj Kumar Singh,Internal,"Binod Kumar Singh, Neeraj Kumar Singh",NEERAJ KUMAR SINGH,24-Jun-2026 03:57 PM,finsummary_2163281.pdf (427.40 KB),Finance,Admitted,NEERAJ KUMAR SINGH,06-Jun-2026 02:02 PM,,BOQ Comparative Chart,1.0,6151232.0,M/s SADANBABU CONTRACTOR,INR,"143,600",1,6164199,CHAHAR CONSTRUCTION,03-Jun-2026 11:47 AM,Rejected-Technical,Some Document is not Correct,05-Jun-2026 05:37 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Lower Division Agra Canal Agra,2026_UPIDC_1145201_43,01/EE/2026-27,Clearance of Chauma Drain,AOC,Clearance of Chauma Drain,Clearance of Chauma Drain,Please refer Tender documents. ,NA ,"3,75,000",Civil Works,NA ,Tender,90.0,20.0,Clearance of Chauma Drain,282001.0,NA ,NA ,NA ,Agra,No ,No,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Lower Division Agra Canal Agra,01/EE/2026-27,2026_UPIDC_1145201_43,Yes,Open Tender,Item Wise,Works,3.0,No,No,Online,No,No,No,1.0,SBI Bank,Executive Engineer,"LDAC, AGRA",1.0,Fee,.pdf,Corrigendum Date,"8,000",No,fixed,,Nil,Nil,28-May-2026 10:00 AM,04-Jun-2026 12:00 PM,28-May-2026 10:00 AM,03-Jun-2026 05:00 PM,NA ,NA ,28-May-2026 10:00 AM,03-Jun-2026 05:00 PM,06-Jun-2026 10:00 AM,177.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6157277,HARPRASAD KAUSHAL INTERPRISESS,03-Jun-2026 04:32 PM,Rejected-Finance,L6,24-Jun-2026 03:57 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,NIT,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6165035,K D SOLUTION,03-Jun-2026 03:55 PM,Rejected-Finance,L4,24-Jun-2026 03:57 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6164996,M/s CHANDRA PAL SINGH,03-Jun-2026 04:01 PM,Rejected-Finance,L3,24-Jun-2026 03:57 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6151232,M/s SADANBABU CONTRACTOR,30-May-2026 01:59 PM,Accepted-AOC,L1,02-Jul-2026 11:29 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6160592,M/S SRASHTI INFRASTRUCTURE,02-Jun-2026 01:47 PM,Rejected-Finance,L2,24-Jun-2026 03:57 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6162399,RAJKUMAR SHARMA CONTRACTOR,03-Jun-2026 11:48 AM,Rejected-Finance,L5,24-Jun-2026 03:57 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
