Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
03-Jul-2026,"INR 109,599,876.84",365.0,VIKAS KUMAR,03-Jul-2026 05:57 PM,19.pdf (1197.00 KB),AOC,Technical,UNDER TECHNICAL EVALUATION,BHARAM PAL SINGH,13-Apr-2026 03:18 PM,,Committee,Internal,Committee,BHARAM PAL SINGH,13-Apr-2026 03:36 PM,13-Apr-2026 03:40 PM,techsummary_2041002.pdf (1773.53 KB),Committee,Internal,Committee,RAJENDRA SINGH BHATI,11-May-2026 04:51 PM,finsummary_2041002.pdf (522.40 KB),Finance,under,RAJENDRA SINGH BHATI,11-May-2026 04:34 PM,,BOQ Comparative Chart,1.0,5829069.0,M/S KAPIL ENTERPRISES,INR,"109,599,876.84",1,5826277,DYNASTY PROMOTERS PRIVATE LIMITED,28-Jan-2026 12:20 PM,Rejected-Finance,L4,11-May-2026 04:51 PM,Yamuna Expressway Industrial Development Authority,2026_YEIDA_1105538_19,YEA/GM(PROJECT)/2025/453 DT-09/01/2026,"Construction of 75.00 mtr. wide peripheral road and sewer line between Sector- 7 and 8, YEIDA WC-03",AOC,15-Jan-2026 09:55 AM,30-Jan-2026 11:00 AM,15-Jan-2026 09:55 AM,28-Jan-2026 05:00 PM,NA ,NA ,15-Jan-2026 09:55 AM,28-Jan-2026 05:00 PM,13-Apr-2026 03:40 PM,1.0,SBI Bank,"6,770",Nil,Nil,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/453 DT-09/01/2026,2026_YEIDA_1105538_19,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","26,19,500",No,fixed,,Nil,Nil,"Construction of 75.00 mtr. wide peripheral road and sewer line between Sector- 7 and 8, YEIDA WC-03","Construction of 75.00 mtr. wide peripheral road and sewer line between Sector- 7 and 8, YEIDA WC-03",Please refer Tender documents. ,NA ,"16,19,38,352",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"E- TEDER CELL ,2ND FLOOR , YEIDA OFFICE",No ,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5826701,JAI SHIVA INFRA PROJECTS PRIVATE LIMITED,28-Jan-2026 04:25 PM,Rejected-Technical,DISQUALIFIED,13-Apr-2026 03:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5828655,M/S D.K. Jain Contractors,28-Jan-2026 01:56 PM,Rejected-Technical,DISQUALIFIED,13-Apr-2026 03:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5828735,M/s Goodhill Builders,28-Jan-2026 03:38 PM,Rejected-Finance,L3,11-May-2026 04:51 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5829069,M/S KAPIL ENTERPRISES,28-Jan-2026 02:49 PM,Accepted-AOC,L1,03-Jul-2026 05:57 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5828537,M/S SKV INFRATECH PRIVATE LIMITED,28-Jan-2026 04:51 PM,Rejected-Finance,L2,11-May-2026 04:51 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5829293,Riddhi Infrastructure,28-Jan-2026 04:45 PM,Rejected-Technical,DISQUALIFIED,13-Apr-2026 03:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
