Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld",2026_UPJNM_1157219_1,466/Nivida/32 dated 29-05-2026,"Operation of Electrical and Mechanical equipment including removal and disposal of chocking materials garbage etc. at 10 MLD Kalimandir sewage pumping station, Prayagraj",1.0,6187841.0,SHIFA ENTERPRISES,INR,"542,375",1,6184835,chaudhary engineering works,10-Jun-2026 11:21 AM,Rejected-AOC,L3,03-Jul-2026 05:45 PM,03-Jul-2026,"INR 542,375",90.0,Haseeb Akhter Siddiqui,03-Jul-2026 05:45 PM,orderKalimandir.pdf (482.00 KB),AOC,Exeuctive Engineer,Internal,"Assistant Engineer (Civil),Assistant Engineer(E/M), Accountant and Computer",Haseeb Akhter Siddiqui,24-Jun-2026 12:27 PM,25-Jun-2026 02:10 PM,techsummary_2168434.pdf (714.42 KB),Finance,Three bid admitted for Financial bid opening of tender,Haseeb Akhter Siddiqui,27-Jun-2026 01:07 PM,,BOQ Comparative Chart,Exeuctive Engineer,Internal,"Assistant Engineer (E/M), Assistant Engineer(Civil), Accountant and computer",Haseeb Akhter Siddiqui,01-Jul-2026 07:05 PM,finsummary_2168434.pdf (222.50 KB),Technical,Three bid admitted for technical bid opening of tender,Haseeb Akhter Siddiqui,15-Jun-2026 11:41 AM,,AOC,"Operation of Electrical and Mechanical equipment including removal and disposal of chocking materials garbage etc. at 10 MLD Kalimandir sewage pumping station, Prayagraj","Operation of Electrical and Mechanical equipment including removal and disposal of chocking materials garbage etc. at 10 MLD Kalimandir sewage pumping station, Prayagraj",AS PER TENDER DOCUMENT  ,NA ,,Miscellaneous Services,NA ,Tender,120.0,90.0,office of EE. cont. Divi. (E/M)UPJN (U) Prayagraj,211007.0,NA ,NA ,NA ,office of EE. cont. Divi. (E/M)UPJN (U) Prayagraj,No ,No,"11,190",No,fixed,,"Executive Engineer, Cont. Divi.E/M), UP Jal Nigam",Prayagraj,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld",466/Nivida/32 dated 29-05-2026,2026_UPJNM_1157219_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,"1,180","Executive Engineer, Cont. Divi.E/M), UP Jal Nigam",Prayagraj,No,Executive Engineer,"Office of Executive Engineer, Construction Division (E/M), U.P.Jal Nigam, Prayagraj.",05-Jun-2026 03:00 PM,12-Jun-2026 02:15 PM,05-Jun-2026 03:00 PM,11-Jun-2026 05:00 PM,05-Jun-2026 03:00 PM ,11-Jun-2026 03:00 PM ,05-Jun-2026 03:00 PM,11-Jun-2026 05:00 PM,25-Jun-2026 02:10 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Document,1,BG - Bank Guarantee,AOC
,,,,,,,,,2,6187679,SHABNAM ENTERPRISES,11-Jun-2026 12:36 PM,Rejected-AOC,L2,03-Jul-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2,FDR - Fixed Deposit,AOC
,,,,,,,,,3,6187841,SHIFA ENTERPRISES,11-Jun-2026 12:24 PM,Accepted-AOC,L1,03-Jul-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,AOC
