Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,652",UPSCIDCO,MATHURA,No,15-Jul-2026 03:00 PM,22-Jul-2026 12:00 PM,15-Jul-2026 03:00 PM,22-Jul-2026 12:00 PM,NA ,NA ,15-Jul-2026 03:00 PM,22-Jul-2026 12:00 PM,27-Jul-2026 01:05 PM,1.0,RTGS - RTGS Payment,Executive engineer,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra agra","PROVIDING AND FIXING OF ALUMINIUM, CNC CUTTING PLATE AND WATER SUPPLY PIPE LINE IN 6 QUARTERS AT V.C. OFFICE MATHURA","PROVIDING AND FIXING OF ALUMINIUM, CNC CUTTING PLATE AND WATER SUPPLY PIPE LINE IN 6 QUARTERS AT V.C. OFFICE MATHURA",Please refer Tender documents. ,NA ,"11,45,000",Civil Works,NA ,Tender,180.0,180.0,sikandra agra,282002.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,1,Fee/PreQual/Technical,.pdf,NIT,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,17/DUVASU/MATHURA/26-27,2026_SCIDC_1169565_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"23,000",No,fixed,,UPSCIDCO,MATHURA,AOC,Finance,RATE OF M/S G.G. ENTERPRISES IS ACCEPTED.,Sanjai Gangwar,27-Jul-2026 01:31 PM,finance_2194709.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,,Sanjai Gangwar,27-Jul-2026 01:02 PM,27-Jul-2026 01:05 PM,techsummary_2194709.pdf (405.47 KB),Technical,All bids are ok.,Sanjai Gangwar,27-Jul-2026 12:48 PM,technical_2194709.pdf,EXECUTIVE ENGINEER,Internal,,Sanjai Gangwar,27-Jul-2026 01:34 PM,finsummary_2194709.pdf (820.57 KB),27-Jul-2026,"INR 1,141,915.66",180.0,Sanjai Gangwar,27-Jul-2026 01:37 PM,FR17MTR.pdf (821.00 KB),1.0,6267684.0,G.G. ENTERPRISES,INR,"1,141,915.66",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,2026_SCIDC_1169565_1,17/DUVASU/MATHURA/26-27,"PROVIDING AND FIXING OF ALUMINIUM, CNC CUTTING PLATE AND WATER SUPPLY PIPE LINE IN 6 QUARTERS AT V.C. OFFICE MATHURA",1,6267684,G.G. ENTERPRISES,21-Jul-2026 07:06 PM,Accepted-AOC,OK,27-Jul-2026 01:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6268996,M/S Narayan Associates,22-Jul-2026 08:21 AM,Rejected-AOC,OK,27-Jul-2026 01:36 PM,AOC
