S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,6162639.0,M/S PANKAJ KUMAR SRIVASTAVA THIKEDAR,INR,"5,830,330.92",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,2026_REDUP_1155764_4,20/RED/Tender/File No/Bond Clerk/2026-27 Dt. 07.04.26,Vikas Khand Basti Sadar mein ambedkar park ke pas ankit srivastava se makan ke samne se madwanagar harijan collony hote huye madwanagar chauraha sampark marg par narendra verma ke makan ki taraf cc road nirman karya,1,6162639,M/S PANKAJ KUMAR SRIVASTAVA THIKEDAR,06-Jun-2026 10:49 AM,Accepted-AOC,a,10-Jul-2026 08:04 PM,10-Jul-2026,"INR 5,830,330.92",180.0,MuneshKumar Lodhi,10-Jul-2026 08:04 PM,4.pdf (393.00 KB),a,Er. Munesh Kumar Lodhi,Internal,SE,MuneshKumar Lodhi,23-Jun-2026 01:16 PM,29-Jun-2026 12:00 PM,techsummary_2165208.pdf (122.54 KB),Finance,c,MuneshKumar Lodhi,29-Jun-2026 02:16 PM,,BOQ Comparative Chart,ER MUNESH KUMAR LODHI,Internal,se,MuneshKumar Lodhi,10-Jul-2026 08:03 PM,finsummary_2165208.pdf (392.57 KB),Technical,c,MuneshKumar Lodhi,06-Jun-2026 06:25 PM,,AOC,"1,11,000",No,fixed,,Nil,Nil,"2,714",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE,20/RED/Tender/File No/Bond Clerk/2026-27 Dt. 07.04.26,2026_REDUP_1155764_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,30-May-2026 06:00 PM,06-Jun-2026 03:30 PM,30-May-2026 06:00 PM,06-Jun-2026 12:00 PM,30-May-2026 06:00 PM ,06-Jun-2026 12:00 PM ,30-May-2026 06:00 PM,06-Jun-2026 12:00 PM,29-Jun-2026 12:00 PM,SE RED BASTI,O/O SE RED BASTI,Vikas Khand Basti Sadar mein ambedkar park ke pas ankit srivastava se makan ke samne se madwanagar harijan collony hote huye madwanagar chauraha sampark marg par narendra verma ke makan ki taraf cc road nirman karya,Vikas Khand Basti Sadar mein ambedkar park ke pas ankit srivastava se makan ke samne se madwanagar harijan collony hote huye madwanagar chauraha sampark marg par narendra verma ke makan ki taraf cc road nirman karya,AS PER SBD ,NA ,"55,48,000",Civil Works,NA ,Tender,90.0,180.0,WORKS,272001.0,NA ,NA ,NA ,O/O SE RED BASTI,No ,No,1,Fee/PreQual/Technical,.pdf,technical,AOC
,,,,,,,,,2,6162707,M/S Pushpa Srivastava,06-Jun-2026 10:17 AM,Rejected-Finance,r,10-Jul-2026 08:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,AOC
