Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
17-Jul-2026,"INR 6,534,899",90.0,Gyanendra Kumar,16-Jul-2026 05:55 PM,492_6.pdf (326.00 KB),1.0,6176367.0,Yashoda Nandan Shukla,INR,"6,534,899",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE,2026_REDUP_1155809_6,492/SE RED Lucknow/Sitapur/26-27 Dt 20/05/2026,"Under District Sitapur, Construction of Interlocking Road from culvert to Damuwapur Khamaria road before culvert in Gram Sabha Bhudkuda of Block I, Lot No 6",1,6176415,M/S PAWAN SUT ENTERPRISES,07-Jun-2026 04:08 PM,Rejected-Finance,Rejected,16-Jul-2026 05:22 PM,Technical,Summary,Gyanedra Kumar,12-Jun-2026 03:08 PM,,Er Gyanendra Kumar SE RED Lucknow Circle,Internal,,Gyanendra Kumar,16-Jul-2026 05:22 PM,finsummary_2165281.pdf (325.67 KB),Finance,Summary,Gyanedra Kumar,27-Jun-2026 01:24 PM,,BOQ Comparative Chart,Er Gyanendra Kumar SE RED Lucknow,Internal,"Er Gyanendra Kumar SE RED Lucknow, Er R P Singh EE RED Sitapur, Er S K Rai EE RED Raebareli, Mr A K Sahu DAO RED Sitapur",Gyanendra Kumar,25-Jun-2026 03:32 PM,26-Jun-2026 12:00 PM,techsummary_2165281.pdf (373.21 KB),AOC,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,30-May-2026 06:55 PM,11-Jun-2026 12:30 PM,30-May-2026 06:55 PM,10-Jun-2026 12:00 PM,NA ,NA ,30-May-2026 06:55 PM,10-Jun-2026 12:00 PM,26-Jun-2026 12:00 PM,"5,000",Nil,Nil,No,"1,31,500",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE,492/SE RED Lucknow/Sitapur/26-27 Dt 20/05/2026,2026_REDUP_1155809_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,SE RED Lucknow Circle,"SE RED, Near Vikas Bhawan, Sarvoday Nagar, Lucknow, 226016",1.0,Date Extend,Date,,"Under District Sitapur, Construction of Interlocking Road from culvert to Damuwapur Khamaria road before culvert in Gram Sabha Bhudkuda of Block I, Lot No 6","Under District Sitapur, Construction of Interlocking Road from culvert to Damuwapur Khamaria road before culvert in Gram Sabha Bhudkuda of Block I, Lot No 6",Please refer Tender documents. ,NA ,"65,75,000",Civil Works,NA ,Tender,90.0,NA ,Sitapur,261001.0,SE RED Lucknow Circle  ,"SE RED, Near Vikas Bhawan, Sarvoday Nagar, Lucknow, 226016  ",05-Jun-2026 11:00 AM ,SE RED Lucknow Circle,No ,No,AOC
,,,,,,,,,,,,,,,2,6176367,Yashoda Nandan Shukla,07-Jun-2026 05:54 PM,Accepted-AOC,AoC,16-Jul-2026 05:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Financial Documents(Boq),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
