Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
06-Jul-2026,"INR 1,051,790",90.0,Chaman Srivastava,06-Jul-2026 01:38 PM,balyuvak.pdf (1144.00 KB),FINAL,Technical,final,RAJNEESH KUMAR,27-Jun-2026 02:15 PM,,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,27-Jun-2026 02:17 PM,30-Jun-2026 12:30 PM,techsummary_2150941.pdf (274.59 KB),Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,06-Jul-2026 01:30 PM,finsummary_2150941.pdf (1144.47 KB),Finance,FINAL,Chaman Srivastava,06-Jul-2026 01:27 PM,,BOQ Comparative Chart,1.0,6175106.0,JAYA SRI INDUSTRIES,INR,"1,051,790",1,6175106,JAYA SRI INDUSTRIES,07-Jun-2026 04:59 PM,Accepted-AOC,Y,06-Jul-2026 01:38 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1148834_21,85/RED/Tender/2025-26 Dated-08.04.2026,Shri Bal yuvak Ramleela Natya samiti Bada bazar jhansi ke pass teen shed abam hall tiles farsikaran karya.,AOC,854.0,Nil,Nil,No,"22,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,85/RED/Tender/2025-26 Dated-08.04.2026,2026_REDUP_1148834_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,date extand,Date,,16-May-2026 09:00 AM,08-Jun-2026 03:30 PM,16-May-2026 09:00 AM,08-Jun-2026 12:00 PM,NA ,NA ,16-May-2026 09:00 AM,08-Jun-2026 12:00 PM,30-Jun-2026 12:30 PM,Shri Bal yuvak Ramleela Natya samiti Bada bazar jhansi ke pass teen shed abam hall tiles farsikaran karya.,Shri Bal yuvak Ramleela Natya samiti Bada bazar jhansi ke pass teen shed abam hall tiles farsikaran karya.,Please refer Tender documents. ,NA ,"10,55,000",Civil Works,NA ,Tender,90.0,90.0,Shri Bal yuvak Ramleela Natya samiti Bada bazar jh,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,EE RED Jhansi,EE RED Jhansi,1,Fee/PreQual/Technical,.pdf,sbd,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6168627,M/S MAA SHAKUNTALA CONSTRUCTION,05-Jun-2026 08:56 AM,Rejected-Finance,N,06-Jul-2026 01:30 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,AOC
