Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
SE,Internal,EEDAO,Lalita Verma,02-Jun-2026 05:14 PM,06-Jun-2026 12:00 PM,techsummary_2144062.pdf (233.81 KB),07-Jul-2026,"INR 4,276,416",90.0,Pooja Rani,15-Jul-2026 06:24 PM,AOC.pdf (3784.00 KB),Technical,tech,Pooja Rani,30-May-2026 03:53 PM,,Finance,finan,Lalita Verma,06-Jun-2026 03:33 PM,,BOQ Comparative Chart,SE,Internal,EEDAO,Pooja Rani,24-Jun-2026 05:30 PM,finsummary_2144062.pdf (22.34 KB),1.0,6116681.0,M/S DASHMESH ENTERPRISES,INR,"4,276,416",1,6116681,M/S DASHMESH ENTERPRISES,21-May-2026 07:53 PM,Accepted-AOC,AOC,15-Jul-2026 06:24 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1145967_21,01/SE RED/tender/2026-27 Dt 01-04-2026,Vikas Khand haliya gram panchayat parsiya kala me kisan ke ghar se Rajendra ke ghar tak interlocking karya,AOC,09-May-2026 10:00 AM,26-May-2026 12:30 PM,09-May-2026 10:00 AM,25-May-2026 02:00 PM,NA ,NA ,09-May-2026 10:00 AM,25-May-2026 02:00 PM,06-Jun-2026 12:00 PM,1.0,date,Date,,"86,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,"3,214",Nil,Nil,No,1.0,SBI Bank,SUPRINTENDING ENGINEER,Near Jahanvi Hotel Putlighar Mirzapur,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,01/SE RED/tender/2026-27 Dt 01-04-2026,2026_REDUP_1145967_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Vikas Khand haliya gram panchayat parsiya kala me kisan ke ghar se Rajendra ke ghar tak interlocking karya,Vikas Khand haliya gram panchayat parsiya kala me kisan ke ghar se Rajendra ke ghar tak interlocking karya,Please refer Tender documents. ,NA ,"42,85,000",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER RURAL ENGINEERING DEPARTME,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6137322,M/S P. D. CONSTRUCTION,23-May-2026 09:18 PM,Rejected-Finance,L2,24-Jun-2026 05:30 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
