S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
1.0,6125005.0,M/S K D R S S AND SONS,INR,"7,685,640",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,2026_REDUP_1147142_3,I/910361/2026/SE RED Prayagraj/Prayagraj/26-27 Dt 06/04/2026,"Under District Prayagraj, Construction of road and drain from Kshama Devi house in North Lokpur to Shyam Vihari Pal Vidyotma Mandir to Dinesh Pal Bajrangi Pal house to SNN Inter College to Chedan Kabadi to Uma Shankar Pal., Lot No 3",1,6125005,M/S K D R S S AND SONS,19-May-2026 12:16 AM,Accepted-AOC,AoC,25-Jul-2026 03:14 PM,25-Jul-2026,"INR 7,685,640",90.0,Hemant Sexena,25-Jul-2026 03:14 PM,910361_3.pdf (393.00 KB),Er Hemant Saxena SE RED Prayagraj,Internal,"Er Hemant Saxena SE RED Prayagraj, Er Vipul Chandra EE RED Kaushambi, Er S P Mishra EE RED Prayagraj, Mr R P Ram DAO Prayagraj",Hemant Sexena,10-Jul-2026 09:51 AM,finsummary_2145537.pdf (739.82 KB),Technical,d,Satyaprakash Mishra,22-May-2026 05:12 PM,,Er Hemant Saxena SE RED Prayagraj,Internal,"Er Hemant Saxena SE RED Prayagraj, Er Vipul Chandra EE RED Kaushambi, Er S P Mishra EE RED Prayagraj, Mr R P Ram DAO Prayagraj",Hemant Sexena,20-Jun-2026 02:22 PM,24-Jun-2026 12:00 PM,techsummary_2145537.pdf (255.26 KB),Finance,d,Satyaprakash Mishra,25-Jun-2026 01:34 PM,,BOQ Comparative Chart,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,I/910361/2026/SE RED Prayagraj/Prayagraj/26-27 Dt 06/04/2026,2026_REDUP_1147142_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-May-2026 06:55 PM,20-May-2026 12:30 PM,09-May-2026 06:55 PM,19-May-2026 12:00 PM,NA ,NA ,09-May-2026 06:55 PM,19-May-2026 12:00 PM,24-Jun-2026 12:00 PM,"3,000",Nil,Nil,No,"Under District Prayagraj, Construction of road and drain from Kshama Devi house in North Lokpur to Shyam Vihari Pal Vidyotma Mandir to Dinesh Pal Bajrangi Pal house to SNN Inter College to Chedan Kabadi to Uma Shankar Pal., Lot No 3","Under District Prayagraj, Construction of road and drain from Kshama Devi house in North Lokpur to Shyam Vihari Pal Vidyotma Mandir to Dinesh Pal Bajrangi Pal house to SNN Inter College to Chedan Kabadi to Uma Shankar Pal., Lot No 3",Please refer Tender documents. ,NA ,"77,59,000",Civil Works,NA ,Tender,90.0,90.0,Prayagraj,230002.0,SE RED Prayagraj Circle ,"SE RED Prayagraj Circle, 21 Church Lane, Alenganj, Prayagraj  ",11-May-2026 11:00 AM ,SE RED Prayagraj Circle,No ,No,SE RED Prayagraj Circle,"SE RED Prayagraj Circle, 21 Church Lane, Alenganj, Prayagraj",1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"1,55,180",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,2,6121695,M/S SADGURU CONSTRUCTION SUPPLIERS,19-May-2026 08:25 AM,Rejected-Finance,Rejected,10-Jul-2026 09:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,AOC
