S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,DATE,Date,,944.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur||FD-2, gorakhpur",01/EE/2026-27,2026_UPIDC_1145131_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Laying of Porcupine at Semra Nawalpur Bund between Km 2.600 to 2.700 at the Right bank of Rapti river in district Gorakhpur.,Laying of Porcupine at Semra Nawalpur Bund between Km 2.600 to 2.700 at the Right bank of Rapti river in district Gorakhpur.,Please refer Tender documents. ,NA ,"10,31,707",Civil Works,NA ,Tender,90.0,21.0,Gorakhpur,273001.0,NA ,NA ,NA ,Executive Engineer Flood Division-2 Gorakhpur,No ,No,1.0,SBI Bank,Executive Engineer Flood Division-2 Gorakhpur,Executive Engineer Flood Division-2 Gorakhpur,05-May-2026 11:00 AM,16-May-2026 11:00 AM,05-May-2026 11:00 AM,15-May-2026 04:00 PM,NA ,NA ,05-May-2026 11:00 AM,15-May-2026 04:00 PM,25-May-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,NIT booklet,"24,000",No,fixed,,Nil,Nil,AOC,Executive Engineer flood Division 2,Internal,,VAIBHAV SINGH,30-May-2026 06:24 PM,finsummary_2140349.pdf (95.81 KB),Technical,attached,VAIBHAV SINGH,22-May-2026 03:01 PM,technical_2140349.pdf,VAIBHAV SINGH EE,Internal,Bipin bihari Singh EE,VAIBHAV SINGH,22-May-2026 03:06 PM,25-May-2026 10:00 AM,techsummary_2140349.pdf (95.81 KB),Finance,Total four Bid admited,VAIBHAV SINGH,30-May-2026 06:16 PM,finance_2140349.pdf,BOQ Comparative Chart,1.0,6099060.0,M/S SRIRAM SINGH,INR,"1,031,707.56","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur||FD-2, gorakhpur",2026_UPIDC_1145131_2,01/EE/2026-27,Laying of Porcupine at Semra Nawalpur Bund between Km 2.600 to 2.700 at the Right bank of Rapti river in district Gorakhpur.,1,6110433,KALAYANI CONSTRUTION,15-May-2026 11:14 AM,Rejected-Finance,Rejected due to L3,30-May-2026 06:24 PM,03-Jun-2026,"INR 1,031,707.56",21.0,VAIBHAV SINGH,20-Jul-2026 01:50 PM,1.pdf (27.00 KB),L1 Bidder,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6117843,M/S AMIT TRADERS,15-May-2026 12:28 PM,Rejected-Finance,Rejected due to L2,30-May-2026 06:24 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6117987,m/s rajnikant,15-May-2026 01:33 PM,Rejected-Technical,non responsive due to lapse of IDT-1,22-May-2026 03:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6099060,M/S SRIRAM SINGH,15-May-2026 12:10 PM,Accepted-AOC,Lowest L1,20-Jul-2026 01:50 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6103941,M/SVIJAY KUMAR SHAHI AND BROTHERS,11-May-2026 02:58 PM,Rejected-Technical,Non responsive due to lack of experience,22-May-2026 03:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6099642,RAMBHA SINGH,15-May-2026 03:11 PM,Rejected-Finance,Rejected due to L4,30-May-2026 06:24 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6102323,RUDRA ENTERPRISES AND SERVICES PROVIDERS,10-May-2026 01:56 PM,Rejected-Technical,Non responsive due to lack of desired experience,22-May-2026 03:06 PM,,,,,,,,AOC
