S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
1,6216423,M/S H.M.Y. Construction,24-Jun-2026 03:53 PM,Rejected-Finance,L2,07-Jul-2026 10:46 AM,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",2026_UPIDC_1162173_1,03/EE/2026-27,Construction Of V.R.B At Km. 11.680 Of kundarki Dy. under Project M.G.C. Stage-II,1.0,6215766.0,TERRA TECH,INR,"2,012,487.64",07-Jul-2026,"INR 2,012,487.64",30.0,SYED SHAHNAWAZ ALI KIRMANI,08-Jul-2026 06:16 PM,aoctack.pdf (1386.00 KB),aoc,S.S.A. KIRMANI,Internal,EEMANOJKUMAR13,SYED SHAHNAWAZ ALI KIRMANI,07-Jul-2026 10:46 AM,finsummary_2178369.pdf (672.35 KB),Technical,Technical,SYED SHAHNAWAZ ALI KIRMANI,25-Jun-2026 05:52 PM,,S.S.A. KIRMANI,Internal,,SYED SHAHNAWAZ ALI KIRMANI,25-Jun-2026 06:03 PM,27-Jun-2026 10:00 AM,techsummary_2178369.pdf (672.35 KB),Finance,Finance,SYED SHAHNAWAZ ALI KIRMANI,06-Jul-2026 06:53 PM,,BOQ Comparative Chart,AOC,"2,354",Nil,Nil,No,1.0,SBI Bank,Construction Of V.R.B At Km. 11.680 Of kundarki Dy. under Project M.G.C. Stage-II,Construction Of V.R.B At Km. 11.680 Of kundarki Dy. under Project M.G.C. Stage-II,Please refer Tender documents. ,NA ,"21,95,000",Civil Works - Canal,NA ,Tender,90.0,NA ,AMROHA,244222.0,NA ,NA ,NA ,EEMGCCD4 AMROHA,No ,No,19-Jun-2026 06:00 PM,25-Jun-2026 11:00 AM,19-Jun-2026 06:00 PM,24-Jun-2026 06:00 PM,NA ,NA ,19-Jun-2026 06:00 PM,24-Jun-2026 06:00 PM,27-Jun-2026 10:00 AM,"43,900",No,percentage,2.0%,Nil,Nil,EEMGCCD4 AMROHA,EEMGCCD4 AMROHA,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",03/EE/2026-27,2026_UPIDC_1162173_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TD,AOC
2,6215766,TERRA TECH,24-Jun-2026 04:00 PM,Accepted-AOC,aoc,08-Jul-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,AOC
