Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"1028/PAN/ET/26-27,D T. 30-05-2026",2026_UPPAN_1155802_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CONSTRUCTION OF RESIDENTIAL BUILDING TYBE-B 32 NO AT THANA KANDHRAPUR POLICE STATION DIST AZAMGARH U.P.,CONSTRUCTION OF RESIDENTIAL BUILDING TYBE-B 32 NO AT THANA KANDHRAPUR POLICE STATION DIST AZAMGARH U.P.,Please refer Tender documents. ,NA ,"8,71,23,000",Civil Works,NA ,Tender,90.0,540.0,KANDHRAPUR POLICE STATION DIST AZAMGARH U.P.,276135.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,"17,43,000",No,fixed,,Nil,Nil,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,"8,850",Nil,Nil,No,30-May-2026 06:30 PM,12-Jun-2026 11:30 AM,30-May-2026 06:30 PM,11-Jun-2026 05:00 PM,NA ,NA ,30-May-2026 06:30 PM,11-Jun-2026 05:00 PM,20-Jun-2026 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,1.0,SBI Bank,AOC,Technical,All bidder admitted,Sanjeev Saxena,19-Jun-2026 06:50 PM,,SANJEEV SAXENA,Internal,DULAREY PRASAD PRASHANT TRIPATHI,Sanjeev Saxena,30-Jun-2026 10:32 AM,finsummary_2165259.pdf (625.55 KB),Finance,ALL BIDDER ADMITTED,Sanjeev Saxena,30-Jun-2026 10:30 AM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,DULAREY PRASAD PRASHANT TRIPATHI,Sanjeev Saxena,19-Jun-2026 06:53 PM,20-Jun-2026 05:00 PM,techsummary_2165259.pdf (640.37 KB),07-Jul-2026,"INR 85,293,417",540.0,Sanjeev Saxena,04-Jul-2026 05:54 PM,boqKandhrapurLOA.pdf (729.00 KB),1,6187636,M/S HCV PROJECTS INDIA (P) LTD,11-Jun-2026 03:35 PM,Rejected-Finance,L3,30-Jun-2026 10:32 AM,1.0,6172433.0,M/S SURYA INFRATECH,INR,"85,293,417",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2026_UPPAN_1155802_1,"1028/PAN/ET/26-27,D T. 30-05-2026",CONSTRUCTION OF RESIDENTIAL BUILDING TYBE-B 32 NO AT THANA KANDHRAPUR POLICE STATION DIST AZAMGARH U.P.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6172433,M/S SURYA INFRATECH,05-Jun-2026 08:55 PM,Accepted-AOC,L1,04-Jul-2026 05:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6170584,S V R A Infrastructure,08-Jun-2026 11:12 AM,Rejected-Finance,L2,30-Jun-2026 10:32 AM,,,,,,,,,,AOC
