Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
25-May-2026 11:30 AM,30-May-2026 03:00 PM,25-May-2026 12:00 PM,30-May-2026 12:00 PM,NA ,NA ,25-May-2026 12:00 PM,30-May-2026 12:00 PM,02-Jun-2026 04:20 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||IDT, akbarpur",135/AEI/IDT/ETENDER/2026-27 DT 18/05/2026,2026_UPIDC_1152599_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,289.0,Nil,Nil,No,ASSISTANT ENGINEER 1ST,OFFICE OF ASSISTANT ENGINEER1st SUB DIVISION I.D. TANDA AMBEDKARNAGAR,1.0,Fee/PreQual/Technical,.pdf,NIT,LOT NO. 09 E/W IN CLEARANCE OF MAHARAJGANJ DRAIN,E/W IN CLEARANCE OF MAHARAJGANJ DRAIN FROM KM 0.000 TO KM. 3.400,Please refer Tender documents. ,NA ,,Civil Works - Others,DRAIN CLEARANCE ,Rate Contract,90.0,10.0,TANDA,224190.0,NA ,NA ,NA ,OFFICE OF 1st SUB DIVISION I.D. TANDA ABN,No ,No,"16,000",No,fixed,,Nil,Nil,1.0,SBI Bank,AOC,Finance,All the Bidders Admitted for Financial Evaluation Summary Attached,SANJEEV SONKER,02-Jun-2026 05:39 PM,finance_2159228.pdf,BOQ Comparative Chart,SANJEEV SONKER AEI,Internal,Anand Kumar Dubey AEIII Irrigation Division Tanda,SANJEEV SONKER,02-Jun-2026 04:14 PM,02-Jun-2026 04:20 PM,techsummary_2159228.pdf (177.93 KB),Technical,All the Bidder Admitted,SANJEEV SONKER,02-Jun-2026 03:57 PM,technical_2159228.pdf,SANJEEV SONKER AEI,Internal,Anand Kumar Dubey AEIII,SANJEEV SONKER,04-Jul-2026 06:04 PM,finsummary_2159228.pdf (177.93 KB),04-Jul-2026,"INR 62,401.02",10.0,SANJEEV SONKER,04-Jul-2026 06:11 PM,Lotno9maharajganj.pdf (404.00 KB),The award of contract SHIV POOJAN VERMA is given to for giving the first lowest rate after qualifying the Technical and Financial Evaluation.,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||IDT, akbarpur",2026_UPIDC_1152599_4,135/AEI/IDT/ETENDER/2026-27 DT 18/05/2026,LOT NO. 09 E/W IN CLEARANCE OF MAHARAJGANJ DRAIN,1.0,6151045.0,SHIV POOJAN VERMA,INR,"62,401.02",1,6152364,MOHD DANISH,29-May-2026 08:40 PM,Rejected-Finance,Higher Rate,04-Jul-2026 06:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6152667,M/S Asha Ram Verma Thekedar,29-May-2026 08:47 PM,Rejected-Finance,Higher Rate,04-Jul-2026 06:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6153534,M/S ASHUTOSH PRIME CONSTRUCTION,30-May-2026 10:35 AM,Rejected-Finance,Higher Rate,04-Jul-2026 06:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6152946,ram murat verma,30-May-2026 06:55 AM,Rejected-Finance,Higher Rate,04-Jul-2026 06:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6151045,SHIV POOJAN VERMA,29-May-2026 04:43 PM,Accepted-AOC,AOC,04-Jul-2026 06:11 PM,AOC
