Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
EXECUTIVE ENGINEER,FLOOD DIVISION SHRAWASTI,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||Flood Division, Shravasti",01/EE/2026-27,2026_UPIDC_1144131_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"54,000",Yes,fixed,,Nil,Nil,30-Apr-2026 05:40 PM,06-May-2026 03:30 PM,30-Apr-2026 05:40 PM,06-May-2026 02:00 PM,NA ,NA ,30-Apr-2026 05:40 PM,06-May-2026 02:00 PM,18-May-2026 03:00 PM,1.0,DateCorrigendum,Date,,1.0,SBI Bank,"Construction of 3 Nos. Brick rora cutter on K. J. A. bund between Km. 20.100 to Km, 20.200 on LHS of river Rapti in district Shrawasti.","Construction of 3 Nos. Brick rora cutter on K. J. A. bund between Km. 20.100 to Km, 20.200 on LHS of river Rapti in district Shrawasti. (Lot-23)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,25.0,Bhinga,271831.0,NA ,NA ,NA ,FLOOD DIVISION SHRAWASTI,No ,No,"2,354",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Documents,AOC,Technical,Technical Evaluation,Akhilesh kumar Gautam,15-May-2026 03:49 PM,technical_2137483.pdf,Akhilesh Kumar Gautam,Internal,Vikash Siromani Singh,Akhilesh kumar Gautam,13-Jul-2026 03:54 PM,finsummary_2137483.pdf (684.41 KB),Finance,FINANCIAL EVALUATION,Akhilesh kumar Gautam,13-Jul-2026 03:50 PM,finance_2137483.pdf,BOQ Comparative Chart,Akhilesh Kumar Gautam,Internal,Vikas Shiromani Singh,Akhilesh kumar Gautam,15-May-2026 03:52 PM,18-May-2026 03:00 PM,techsummary_2137483.pdf (779.55 KB),13-Jul-2026,"INR 54,000",25.0,Akhilesh kumar Gautam,13-Jul-2026 03:56 PM,Lot23.pdf (495.00 KB),Due To L1,1.0,6090636.0,M/S VEDANT CONSTRUCTION,INR,"54,000","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||Flood Division, Shravasti",2026_UPIDC_1144131_1,01/EE/2026-27,"Construction of 3 Nos. Brick rora cutter on K. J. A. bund between Km. 20.100 to Km, 20.200 on LHS of river Rapti in district Shrawasti.",1,6092717,BANKE BIHARI CONTRACTOR & GENERAL ORDER SUPPLIERS,06-May-2026 09:49 AM,Rejected-Finance,Due To L2,13-Jul-2026 03:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Other Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6090636,M/S VEDANT CONSTRUCTION,06-May-2026 11:10 AM,Accepted-AOC,Due To L1,13-Jul-2026 03:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6092391,MS VIJAYENDRA SINGH,06-May-2026 01:32 PM,Rejected-Technical,Disqualied,15-May-2026 03:52 PM,AOC
